Date,Location / Operator,Aircraft Type / Registration,Fatalities
13 May 1959,"Near Toumavista, PeruTransportes Aereos Peruanos",Curtiss C-46AOB-WBP-507,12/12(0)
15 May 1959,"Off Mar del Plata, AregntinaAerolineas Argentinas",Douglas DC-3LV-AFW,10/10(0)
21 May 1959,"Moro, PeruLineas Aéreas Interpolar",Curtiss C-46A-50-CUCC-CIA-497,8/8(0)
01 Jun 1959,NicaraguaAerolineas Nacionales,Curtiss C-46TI-1020,60/60(0)
05 Jun 1959,"Near Sheyma, AlaskaMilitiary - US Air Force",Boeing RC-135E?,19/19(0)
12 Jun 1959,"Sandy Lake, OntarioTranair",Noorduyn NorsemanCF-BHX,8/8(0)
23 Jun 1959,"Cerros Baco, PeruAVIANCA",Douglas DC-4HK-135,14/14(0)
26 Jun 1959,"Near Varese, Lombardia, 20 miles NW of Milan, ItalyTrans World Airlines",Lockheed 1649A StarlinerN7313C,68/68(0)
30 Jun 1959,"Ishikawa City, Ryukyu Island, OkinawaMilitary - U.S. Air Force",North American F-100D-25NA55-3633A,0/1(17)
15 Jul 1959,"Kuwait City, KuwaitPAS",Avro 685 YorkEP-ADE,32/32(?)
03 Aug 1959,"Sagone, IndiaKalinga Airlines",Douglas DC-3VT-DGP,6/6(0)
14 Aug 1959,"Karachi, PakistanPakistan International Airlines",Vickers 815 ViscountAP-AJE,2/3(0)
15 Aug 1959,"Calverton, New YorkAmerican Airlines",Boeing 707-123N7514A,5/5(0)
19 Aug 1959,"Near Barcelona, SpainTransair",Douglas DC-3G-AMZD,32/32(0)
27 Aug 1959,"Near Asuncion, ParaguayAerolineas Argentinas",de Havilland DH-106 Comet 4LV-AHP,2/50(0)
02 Sep 1959,"Abilene, TexasAaxico Airlines",Curtiss C-46AN5140B,2/2(0)
08 Sep 1959,"Poza Rica, MexicoMexicana",Douglas DC-3?,1/16(0)
12 Sep 1959,"Near Tegucigalpa, HondurasPan American World Airways",Douglas DC-4N88900,3/3(0)
23 Sep 1959,"Sao Paulo, BrazilVASP",Saab Scandia 90A-1PP-SQV,20/20(0)
24 Sep 1959,"Great Sitkin Island, AlaskaReeve Aleutian Airlines",Douglas C-54BN63396,16/16(0)
24 Sep 1959,"Bordeaux, FranceT.A. Intercontinentaux (France)",Douglas DC-7CF-BIAP,54/65(0)
29 Sep 1959,"Buffalo, TexasBraniff Airlines",Lockheed 188A ElectraN9705C,34/34(0)
06 Oct 1959,"Paloemeu, SurinameKappel-Van Eyck Airways",Aero Commander AC 520?,2/2(0)
23 Oct 1959,"Near Moscow, RussiaAeroflot",Ilyushin IL-14PCCCP-41806,28/28(0)
26 Oct 1959,"Santa Maria, CaliforniaPacific Air Lines",Douglas C-47A-DLN67589,1/19(1)
30 Oct 1959,"Waynesborough, VirginiaPiedmont Airlines",Douglas DC-3N55V,26/27(0)
30 Oct 1959,"Athens, GreeceOlympic Airways",Douglas DC-3SX-BAD,18/18(0)
04 Nov 1959,"St. Cleophas, Quebec, CanadaWheeler Airlines",Douglas C-54ACF-ILI,5/5(0)
16 Nov 1959,"Lvov, Ukraine, USSRAeroflot",Antonov AN-10CCCP-11167,40/40(0)
16 Nov 1959,Gulf of MexicoNational Airlines,Douglas DC-7BN4891C,42/42(0)
21 Nov 1959,"Beirut, LebanonAriana Afghan Airlines",Douglas DC-4YA-BAG,24/27(0)
24 Nov 1959,"Chicago, IllinoisTrans World Airlines",Lockheed L-1049H Super ConstellationN102R,3/3(8)
01 Dec 1959,"Willamsport, PennsylvaniaAllegheny Airlines",Martin 202N174A,25/26(0)
08 Dec 1959,"Off Cartagena, ColombiaSociedad Aeronautica Medellin",Curtiss C-46AHK-515,45/45(0)
13 Dec 1959,"Near Tashkent, Uzbekistan, USSRAeroflot",Ilyushin IL-18CCCP-91577,29/29(0)
17 Dec 1959,"Ketchikan, AlaskaCalifornia Aircraft",Consolidated PBY-5A CatalinaN64T,3/3(0)
21 Dec 1959,"Rome, ItalyAlitalia",Vickers 785D ViscountI-LIZT,2/2(0)
22 Dec 1959,"Rio de Janeiro, BrazilVASP",Vickers Viscount 827 / Fokker T-21PP-SRG / 0742,32/32(10)
24 Dec 1959,"Palembang, IndonesiaGaruda Indonesia Airlines",Douglas C-47APK-GDV,1/2(0)
31 Dec 1959,"Near San Jose de Chiquitos, BoliviaLloyd Aereo Boliviano",Douglas DC-3CP-584,11/11(0)
