Date,Location / Operator,Aircraft Type / Registration,Fatalities
25 Jul 1971,"Manila, PhilippinesPan American World Airways",Boeing 707-321CFN461PA,4/4(0)
25 Jul 1971,"Near Irkutsk, RussiaAeroflot",Tupolev TU-104BCCCP-42405,97/126(0)
30 Jul 1971,"Near Pau, FranceMilitary - French Air Force",Nord 2501 Noratlas49,37/39(0)
30 Jul 1971,"Near Morioko, JapanAll Nippon Airways /  Japanese Air Force",Boeing B-727-281 / Air Force F86FJA8329 / ?,163/164(0)
30 Jul 1971,"San Francisco, CaliforniaPan American World Airways",Boeing B-747-121N747PA,0/218(0)
18 Aug 1971,"Near Pegnitz, West GermanyMilitary - U.S. Army",Boeing Vertol CH-47A (helicopter)66-19023,37/37(0)
19 Aug 1971,"Augusta, MaineDowneast Airlines",Piper PA-31N595DE,3/8(0)
28 Aug 1971,"Off Copenhagen, DenmarkMalev Hungarian Airlines",Ilyushin IL-18DHA-MOC,32/34(0)
04 Sep 1971,"Near Juneau, AlaskaAlaska Airlines",Boeing B-727-193N2969G,111/111(0)
06 Sep 1971,"Near Hasloh, GermanyPan International",BAC One-Eleven 515FBD-ALAR,22/121(0)
16 Sep 1971,"Presevo, RussiaYemen Airlines",Douglas DC-34W-ABI,5/5(0)
16 Sep 1971,"Kiev, Ukraine, USSRMalev Hungarian Airlines",Tupolev TU-134AHA-LBD,49/49(0)
17 Sep 1971,"Rila mountain, BulgariaBalkan Bulgarian Airlines",Antonov An-14LZ-7005,9/9(0)
28 Sep 1971,"Sena Madureira, BrazilCruzeiro",Douglas DC-3PP-CBV,32/32(0)
02 Oct 1971,"Near Aarsele, West Vlaanderen, BelgiumBritish European Airways",Vickers Vanguard 951G-APEC,63/63(0)
10 Oct 1971,"Moscow, RussiaAeroflot",Tupolev TU-104BCCCP-42490,25/25(0)
16 Oct 1971,"Colorado City, ArizonaScenic Air Lines",Cessna 402N3250Q,10/10(0)
17 Oct 1971,"San Vicente del Caguan, ColombiaAerolineas TAO",Douglas C-47AHK- 595,19/21(0)
21 Oct 1971,"Peoria, IllinoisChicago and Southern Airlines",Beech E18SN51CS,16/16(0)
23 Oct 1971,"Near Qui Nhon, South VietnamMilitary - Vietnamese Air Force",Douglas C-47?,22/23(0)
24 Oct 1971,"Bath, PennsylvaniaMonmouth Airways",Beechcraft B99N986MA,4/8(0)
09 Nov 1971,"Off Livorno, ItalyMilitary - Royal Air Force",Lockheed C-130K HerculesXV216,52/52(0)
10 Nov 1971,"Off Padang, IndonesiaMerpati Nusantara Airlines",Vickers Viscount 828PK-MVS,69/69(0)
12 Nov 1971,"Vinnitsa, RussiaAeroflot",Antonov AN-24CCCP-46809,48/48(0)
21 Nov 1971,"Near Penghu Island, TaiwanChina Airlines (Taiwan)",Sud Aviation SE-210 Caravelle IIIB-1852,25/25(0)
28 Nov 1971,"Near Hue, South VietnamMilitary - U.S. Army",Boeing Vertol CH-47C68-15866,34/34(0)
01 Dec 1971,"Saratov, RussiaAeroflot",Antonov AN-24CCCP-46788,57/57(0)
04 Dec 1971,"Raleigh, North CarolinaEastern Air Lines",Douglas DC-9-31 /Cessna 206N8943E / N2110F,2/29(0)
06 Dec 1971,"Tikaka, SudanSudan Airways",Fokker F-27 Friendship 200ST-AAY,10/42(0)
09 Dec 1971,"Chinnamanur, IndiaIndian Airlines",HAL-748-224 Srs.2VT-DXG,21/31(0)
21 Dec 1971,"Sofia, BulgariaBalkan Bulgarian Airlines",Ilyushin IL-18BLZ-BES,28/73(0)
24 Dec 1971,"Near Puerto Inca, Huanuco, PeruLineas Aereas Nacionales SA (Peru)",Lockheed 188A ElectraOB-R-941,91/92(0)
