Date,Location / Operator,Aircraft Type / Registration,Fatalities
28 Aug 1993,"Khorag, TajikistanTajikistan Airlines",Yakovlev YAK-40CCCP-87995,82/86(0)
14 Sep 1993,"Warsaw, PolandLufthansa",Airbus A320-211D-AIPN,2/70(0)
21 Sep 1993,"Sukhumi, GeorgiaTransair Georgia Airlines",Tupolev TU-134ACCCP-65893,27/27(0)
22 Sep 1993,"Sukhumi, GeorgiaTransair Georgia Airlines",Tupolev TU-154BCCCP-85163,108/132(0)
04 Oct 1993,"Near Svanetia, GeorgiaMilitary - Georgian Air Force",Mil Mi-8 (helicopter)?,60/60(0)
25 Oct 1993,"Franz Josef Glacier, New ZealandHibiscus Air",GAF Nomad N-22ZK-NOM,9/9(0)
26 Oct 1993,"Fuzhou, ChinaChina Eastern Airlines",McDonnell Douglas MD-82B-2103,2/80(0)
27 Oct 1993,"Near Namsos, NorwayWideroe's Flyveselksap",de Havilland Canada DHC-6 Twin Otter 300LN-BNM,7/20(0)
10 Nov 1993,"Sandy Lake, CanadaAir Manitoba",Hawker Siddeley HS-748-234 Srs. 2AC-GQTH,7/7(0)
13 Nov 1993,"Urumqi, ChinaChina Northern Airlines",McDonnell Douglas MD-82B-2141,12/102(0)
15 Nov 1993,"Near Kerman, IranMagistralnye Avialinii",Antonov AN-124RA-82071,17/17(0)
20 Nov 1993,"Near Ohrid, MacedoniaAviaimpex (Macedonia)",Yakovlev YAK-42DRA-42390,116/116(0)
01 Dec 1993,"Hibbing, MinnesotaExpress Airlines - Northwest Airlink",British Aerospace Jetstream BA-3100N334PX,18/18(0)
03 Dec 1993,"Tuktoyaktuk, NWT, CanadaArctic Wings & Rotors",Britten Norman BN-2A Trislander7C-GMOP,7/7(0)
09 Dec 1993,"Off Dakar, SenegalAir Senegal / Gambia Airways",DHC-6 Twin Otter 300 / NAMC YS-116V-ADE / C5-GAA,3/3(0)
13 Dec 1993,"Phonesavanh, LaosLao Aviation",Yunshuji Y-12-IIRDPL-34117,18/18(0)
15 Dec 1993,"Near Naga, PhilippinesMilitary - Philippine Air Force",Lockheed C-130H4761,29/29(0)
26 Dec 1993,"Gyumri, ArmeniaKuban Airlines",Antonov AN-26RA-26141,36/36(0)
