Date,Location / Operator,Aircraft Type / Registration,Fatalities
27 Apr 1945,Washington D.C.Page Airways,Lockheed 18 LodestarNC33328,6/13(0)
05 May 1945,"Manus Island, New GuineaMilitary - U.S. Army Air Forces",Douglas C-54E-DO (DC-4)44-9043,21/21(0)
06 May 1945,"Hindhead, EnglandMilitary - U.S. Army Air Forces",Curtiss-Wright C-46D-CU44-77839,30/30(1)
09 May 1945,"Roye, FranceMilitary -Royal Air Force",Avro LancasterRF230,31/31(0)
13 May 1945,"Iran Jayas, New GuineaMilitary - U.S. Army Air Forces",Douglas C-47B-DK43-49788,20/23(0)
30 May 1945,"Off Drewin, Ivory CoastMilitary - U.S. Army Air Forces",Douglas C-47B-dK44-76406,21/21(0)
15 Jun 1945,ChinaChina National Aviation Corporation,Douglas C-4781,3/3(0)
24 Jun 1945,"Gealdton, AustraliaMac Robertson Miller Airlines",de Havilland DH-86AVH-USF,2/11(0)
25 Jun 1945,"Swanage, EnglandMilitary -Royal Air Force",Consolidated LB-30A LiberatorJT985,27/27(0)
29 Jun 1945,"Bangalore, IndiaMilitary - Royal Indian Air Force",??,2/2(36)
30 Jun 1945,TexasMilitary - U.S. Air Force,Boeing TB-29A Super Fortress44-69943,12/12(0)
04 Jul 1945,North Atlantic OceanMilitary -Royal Air Force,Consolidated LB-30A LiberatorJT982,15/15(0)
11 Jul 1945,"Near Kisumu, KenyaMilitary - South African Air Force",Douglas C-476812,28/28(0)
12 Jul 1945,"Near Florence, South CarolinaEastern Air Lines / Military - U.S. Army Air Corps",Douglas DC-3-201C /  Army A-26NC25647,3/10(0)
28 Jul 1945,"New York, New YorkMilitary - U.S. Army Air Forces",North American B-25D bomber43-0577,3/3(11)
01 Aug 1945,"Near San Luis Potosi, MexicoLineas Aereas Mineras",Boeing 247DXA-DUY,12/12(0)
03 Aug 1945,"Fort de France, MartiniquePan American World Airways",Sikorsky S-43 (flying boat)NC15066,4/14(0)
11 Aug 1945,"Ixtaccihuati, MexicoMexicana",Douglas DC-2-243XA-DOT,16/16(0)
07 Sep 1945,"Florence, South CarolinaEastern Air Lines",Douglas DC-3NC33631,22/22(0)
11 Sep 1945,"Near Milne Bay, New GuineaMilitary - Royal Australian Air Force",Douglas C-47AA6556,11/11(0)
15 Sep 1945,"Near Kansas, MissouriMilitary - U.S. Army Air Forces",Douglas C-47B-DK45-1011,23/24(0)
18 Sep 1945,"Puncak Jaya, Papua New GuineaMilitary - Royal Australian Air Force",Douglas C-47B-5-DKA65-61,29/29(0)
28 Sep 1945,"Near Chihkiang, ChinaMilitary - United States Army Air Force",Curtiss C-46D42-101183,20/20(0)
05 Oct 1945,"Lakeland, FloridaNational Airlines",Lockheed 18 LodestarNC18199,2/15(0)
05 Oct 1945,"Elvetham, EnglandMilitary -Royal Air Force",Consolidated LB-40-A Liberator?,23/23(0)
07 Oct 1945,"Rennes, FranceMilitary - Royal Air Force",Short Stirling IVLJ668,26/26(0)
13 Oct 1945,"Melsbroek, BelgiumMilitary -Royal Air Force",Consolidated LB-30-A LiberatorKL595,31/31(0)
16 Oct 1945,"Near Peking, ChinaMilitary - U.S. Army Air Forces",Curtiss-Wright C-46F-CU44-78591,59/59(0)
20 Oct 1945,"Between Shanghi and Canton, ChinaChina National Aviation Corporation",Douglas C-47?,31/31(0)
20 Oct 1945,"Timor Sea, Atlantic OceanMilitary - Royal Australian Air Force",Douglas C-47BA65-83,25/25(0)
23 Oct 1945,"Near Chiringa, IndiaMilitary - Royal Air Force",Douglas C-47BKJ957,14/14(0)
24 Oct 1945,"Valetta, MaltaBOAC",Douglas C-47 Skytrain (DC-3)G-AGHR,9/16(0)
24 Oct 1945,"Tarapoto, PeruFaucett",Faucett F-19OB-PAG-139,5/5(0)
30 Oct 1945,"Chihchiang, ChinaMilitary - U.S. Army Air Forces",Curtiss-Wright C-46A-CK43-47228,45/50(0)
01 Nov 1945,"Herrenalb, GermanyMilitary - U.S. Army Air Forces",Douglas C-47A-DK42-93041,26/30(0)
03 Nov 1945,"Near Chuka, IndiaMilitary - U.S. Army Air Forces",Douglas C-54G45528A,44/44(0)
07 Nov 1945,"Near Grants, New MexicoNational Skyway Freight Co.",Budd RB-1 Conestoga?,1/3(0)
08 Nov 1945,"Off Corpus Christi, TexasMilitary - U.S. Navy / Military - U.S. Navy",Martin PBM-3S  / Martin PBM-501710 / 69113,22/27(0)
09 Nov 1945,"Near Boccadi, ItalyMilitary - U.S. Army Air Forces",Douglas C-47A-DL42-24363,24/24(0)
11 Nov 1945,"Near Castel, LibyaMilitary -Royal Air Force",Short StirlingPJ950,29/29(0)
11 Nov 1945,HimalayasMilitary - U.S. Army,Douglas C-54?,44/44(0)
11 Nov 1945,"Near Picinisco, ItalyMilitary - U.S. Army Air Forces",Boeing B-17G43-9197,20/20(0)
13 Nov 1945,"Near Tacloban, PhilippinesAustralian National Airways",Douglas C-48VH-CDC,16/17(?)
15 Nov 1945,Near Jacquinot Bay  New GuineaMilitary - Royal Australian Air Force,Douglas C-47 Dakota-DKA6554,28/28(0)
22 Nov 1945,"White's Farm, EnglandMilitary -Royal Air Force",Consolidated LB-30A LiberatorKH126,27/27(0)
03 Dec 1945,"Near Rochefort , FranceMilitary -Royal Air Force",Consolidated LB-30A LiberatorKH125,28/28(0)
05 Dec 1945,Off the Florida coastMilitary - U.S. Navy,Five Grumman TBM Avengers?,14/14(0)
08 Dec 1945,"Near Billings, MontanaMilitary - U.S. Army",Douglas C-4745-0922,17/21(0)
18 Dec 1945,"Voksenkollen, NorwayMilitary - Royal Air Force",Douglas C-47BKN413,17/17(0)
25 Dec 1945,"Bangui, French Equatorial AfricaAir France",Lockheed 18 LodestarF-BALV,8/8(0)
25 Dec 1945,"Near Dudinka, RussiaPolyarnya Aviatsiya",Douglas DC-3?,10/10(0)
30 Dec 1945,"New York City, New YorkEastern Air Lines",Douglas DC-3NC18l23,1/12(0)
