Date,Location / Operator,Aircraft Type / Registration,Fatalities
30 Jul 1998,"Near Quiberon, FranceProteus Air / Private",Beechcraft 1900D / Cessna 177F-GSJM/F-GAJE,15/15(0)
30 Jul 1998,"Kochi, IndiaAlliance Airlines",Dornier 228-201VT-EJW,6/6(2)
04 Aug 1998,"Kincolith, British Columbia, CanadaHarbour Air Seaplanes Ltd.",de Havilland Dash-2 BeaverC-FOCJ,5/5(0)
11 Aug 1998,"Saurimo, AngolaAlada",Antonov An-12BPD2-FAZ,1/13(0)
19 Aug 1998,"Foveaux Strait, New ZealandVincent Aviation",Cessna 402CZK-VAC,5/10(0)
21 Aug 1998,"Near Ghorepani, NepalLumbini Airways",de Havilland Canada DHC-6 Twin Otter 3009N-ACC,18/18(0)
24 Aug 1998,"Pretoria, South AfricaSpeed Service Couriers",DC-3-65TPZS-NKK,1/2(0)
24 Aug 1998,"Manibagi, MyanmarMyanmar Airways",Fokker F-27 Friendship 600XY-AEN,44/44(0)
29 Aug 1998,"Quito, EcuadorCubana de Aviacion",Tupolev TU-154MCU-T1264,70/91(10)
02 Sep 1998,"Off Peggy's Cove, Nova Scotia, CanadaSwissair",McDonnell Douglas MD-11HB-IWF,229/229(0)
02 Sep 1998,AngolaPermaviatrans,Antonov AN-26RA-26028,24/24(0)
09 Sep 1998,"Port Alsworth, AlaskaRusts Flying Service Inc.",de Havilland Dash-2 float planeN1433Z,5/5(0)
10 Sep 1998,"Islamabad, PakistanMilitary - Pakistan Air Force",Lockheed C-130B Hercules24143,5/5(0)
25 Sep 1998,"Near Nador, MorrocoPaukn Air",British Aerospace BAe-146-100EC-GEO,38/38(0)
28 Sep 1998,"Praia, Cape VerdeCabo Verde Airlines",de Havilland Canada DHC-6 Twin Otter 300D4-CAX,1/22(0)
29 Sep 1998,"Off Mannar, Sri LankaLionair",Antonov AN-24RVEW-46465,55/55(0)
02 Oct 1998,"Near Canaima, VenezuelaServivensa",Douglas DC-3CYV-611C,1/27(0)
10 Oct 1998,"Near Kindu, CongoCongo Airline",Boeing B-727-309Q-CSG,41/41(0)
21 Oct 1998,"Yerevan, ArmeniaArarat Avia",Yakovlev YAK-40EK-88272,0/37(4)
25 Oct 1998,"Rwenzori mountains, UgandaTanaMana Aviation",Britten-Norman BN-2A-3 Islander5Y-ANV,4/11(0)
01 Nov 1998,"Near Quetzaltenango, GuatemalaLiving Water Teaching Ministries Charter",Douglas DC-3CN3FY,11/18(0)
11 Nov 1998,"Near Krasnoyarsk, RussiaSakha Airlines",Antonov AN-12RA-12955,13/13(0)
21 Nov 1998,"Edgewater, MarylandPrivate",Burgess RV-6 experimentalN956DB,1/1(0)
07 Dec 1998,"Baie-Comeau, CanadaAir Satellite",Britten-Norman TrislanderC-FCVK,7/10(0)
11 Dec 1998,"Near Surat Thani, ThailandThai Airways",Airbus A-310-204HS-TIA,102/146(0)
14 Dec 1998,"Near Cuito, AngolaKhors Aircompany",Antonov AN-12BPUR-11319,11/11(0)
17 Dec 1998,"Saurimo, AngolaZanex",Antonov 12S9-SAT,1/10(0)
22 Dec 1998,"Medellín, ColombiaSELVA",Antonov 32BHK-3930X,5/5(0)
26 Dec 1998,"Vila Nova, AngolaTransafrik",Lockheed Martin L-100-30 HerculesS9-CAO,14/14(0)
