Date,Location / Operator,Aircraft Type / Registration,Fatalities
26 Aug 1999,"Turtkul, UzbekistanUzbekistan Airways",Yakovlev YAK-40UK-87848,2/33(0)
31 Aug 1999,"Buenos Aires, ArgentinaLAPA, Lineas Aereas Privadas Argentinas",Boeing B-737-204CLV-WRZ,63/103(2)
05 Sep 1999,"Near Kathmandu, NepalNecon Air",Hawker Siddeley HS-748-501 Super 2B9N-AEG,15/15(0)
14 Sep 1999,"Girona, SpainBritannia Airways",Boeing 757-204G-BYAG,1/245(0)
14 Sep 1999,"Bucharest, RomaniaGreek Government",Dassault Falcon 900BSX-ECH,7/13(0)
14 Sep 1999,"Belelm, BrazilNorte Jet Táxi Aéreo",Embraer 110 BandeirantePT-ODK,2/2(0)
17 Sep 1999,"Mt. Hidalgo, MexicoMilitary - Mexican Air Force",Lockheed C-130A Hercules3610,5/5(0)
02 Oct 1999,"Dhahran, Saudi ArabiaAramco Associated Company",Bell 214ST helicopterN704H,12/20(0)
24 Oct 1999,"San Carlos, VenezuelaMilitary - Venezuelan Army",Arava 201EV-8012,6/6(0)
25 Oct 1999,"Aberdeen, South DakotaPrivate charter",Gates Learjet 35N47BA,6/6(0)
31 Oct 1999,"Off Nantucket Island, MassachusettsEgyptAir",Boeing B-767-366ERSU-GAP,217/217(0)
09 Nov 1999,"Near Uruapan, MexicoTAESA",McDonnell Douglas DC-9-31XA-TKN,18/18(0)
12 Nov 1999,"Near Pristina, KosovoSi Fly - U.N. charter",Aerospatiale Alenia ATR-42F-OHFV,24/24(0)
05 Dec 1999,"Moscow, RussiaTashkent Aircraft Production Corporation",Ilyushin 114TUK-91004,5/7(0)
07 Dec 1999,"Near Bayombang, PhilippinesAsian Spirit",Let 410UVPRP-C-3883,17/17(0)
10 Dec 1999,"Kuwait City, KuwaitMilitary - U.S. Air Force",Lockheed C-130H63-7854,3/94(0)
11 Dec 1999,"Sao Jorge, Azores (Portugal)SATA",British Aerospace APTCS-TGM,35/35(0)
21 Dec 1999,"Guatemala City, GuatemalaCubana de Aviacon",McDonnell Douglas DC-10-30F-GTDI,16/314(2)
22 Dec 1999,"Great Hallingbury, United KingdomKorean Air",Boeing 747-2B5FHL-7451,4/4(0)
24 Dec 1999,"Amritsar, India / Kandahar, AfghanistanIndian Airlines",Airbus A300B2-101VT-EDW,1/189(0)
25 Dec 1999,"Bejuma, VenezuelaCubana de Aviacion",Yakovlev YAK-42DCU-T1285,22/22(0)
25 Dec 1999,"Near Simara, NepalSkyline Airways",de Havilland Canada DHC-6 Twin Otter9N-AFL,10/10(0)
29 Dec 1999,"Near Zonguldak, TurkeyEcuato Guineana de Aviacion",Antonov 283C-JJI,6/6(0)
