Date,Location / Operator,Aircraft Type / Registration,Fatalities
08 Jul 1938,"Billings, MontanaNorthwest Orient Airlines",Lockheed 14 Super ElectraNC17383,1/10(0)
14 Jul 1938,"Off Sardinia, ItalyAla Littoria",Savoia Marchetti S-66I-VOLO,20/20(0)
19 Jul 1938,AndesPanagra,Douglas DC-2NC14272,4/4(?)
22 Jul 1938,"Stulpica, RomaniaLOT Polish Airlines",Lockheed 14H Super ElectraSP-BNG,14/14(0)
27 Jul 1938,"Kisumu, KenyaImperial Airways",Armstrong-Withworth AtlantaG-ABTG,4/4(0)
29 Jul 1938,Pacific Ocean between Manila and GuamPan American World Airways,Martin M-130 (flying boat)NC14714,15/15(0)
10 Aug 1938,"Debrecen, HungaryMagyar Legiforagalmi",Ford Tri-motor F-VIIIHA-FNC,12/12(0)
10 Aug 1938,"Shishijima, JapanDai Nippon",Douglas DF-151J-ANES,6/6(0)
12 Aug 1938,"Near San Andres Tuxtla, VeraCruz, MexicoMexicana",Lockheed 10E ElectraX-ABAS,11/11(0)
13 Aug 1938,"Kiel, GermanyCSA Czech Airlines",Savoia-Marchetti SM73OK-BAG,16/17(0)
15 Aug 1938,"Guanabara, BrazilSyndicato Condor",Junkers JU-52/3mPP-CAT,9/9(0)
18 Aug 1938,"Bucharest, RomaniaLOT Polish Airlines",Lockheed 14 Super ElectraSP-BNJ,0/7(0)
18 Aug 1938,"Montnago, ItalyMacchi",Macchi C-94I-NILO,15/15(0)
24 Aug 1938,"Wangmoon, ChinaChina National Aviation Corporation",Douglas DC-232,14/17(0)
24 Aug 1938,"Tokyo, JapanJapan Air / Japan Flying School",Unknown / Unknown?,5/5(53)
29 Aug 1938,"Near Tucumcari, New MexicoTranscontinental &Western; Air",Ford Tri-motorNC17316,0/11(0)
29 Aug 1938,"Innisfail, AustraliaNorth Queensland Airways",De Havilland DH-84VH-UXK,5/9(0)
01 Oct 1938,"Off Bathurst, GambiaDeutsche Lufthansa",Dornier DO.18 (float plane)D-AROZ,4/4(0)
01 Oct 1938,"Grisons, SwitzerlandDeutsche Lufthansa",Junkers JU-52/3mD-AVFB,13/13(0)
10 Oct 1938,"Soest, GermanySabena",Savbia-Marchetti  S-73POO-AGT,20/20(0)
25 Oct 1938,"Mt. Dandenong, AustraliaAustralian National Airways",Douglas DC-2-112VH-UYC,18/18(0)
02 Nov 1938,"Somerset, EnglandBritish Airways",Lockheed 14 ElectraCF-TCL,2/2(0)
04 Nov 1938,"Channel Islands, JerseyJersey Airways",de Havilland DH-86G-ACZN,14/14(1)
14 Nov 1938,"Schiphol, AmsterdamKLM Royal Dutch Airlines",Douglas DC-3PH-ARY,6/19(0)
18 Nov 1938,"Regina, Saskatchewan, CanadaTrans Canada Air Lines",Lockheed 14 ElectraCF-TCL,2/2(0)
26 Nov 1938,"Bathurst, GambiaDeutsche Lufthansa",Junkers JU90V2D-AIVI,12/15(0)
27 Nov 1938,"Bagdad, IraqImperial Airways",Short Empire Flying BoatG-AETW,4/6(0)
29 Nov 1938,"Off Point Reyes, CaliforniaUnited Air Lines",Douglas DC 3-A-SB-3-G-14NC16066,5/7(0)
02 Dec 1938,"Mexico City, MexicoMexicana",Lockheed 10E ElectraX-ABAU,8/8(0)
08 Dec 1938,"Off Kuba Island, OkinawaJapan Aviation Corporation",Nakajima A-T2J-BDOH,10/15(0)
09 Dec 1938,"Amsterdam, NetherlandsKLM Royal Dutch Airlines",Lockheed 14-WF62 Super ElectraPH-APE,4/4(0)
12 Dec 1938,"Darwin, AustraliaQantas",Short S23 C Class flying boatG-AEUH,13/13(0)
