Date,Location / Operator,Aircraft Type / Registration,Fatalities
03 Aug 1966,"Benito, BoliviaLloyd Aéreo Boliviano",Curtiss C-46DCP-730,3/3(0)
06 Aug 1966,"Near Falls City, NebraskaBraniff Airlines",BAC One-Eleven 203AEN1553,42/42(0)
11 Aug 1966,"Near Sibiu, RomaniaTarom",Ilyushin IL-14YR-TAN,24/24(0)
17 Aug 1966,"Puertos Lobos, ArgentinaAerovias Halcon",Curtiss C-46F-1-CULV-GLA,1/16(0)
17 Aug 1966,"Near Da Nang, South VietnamMilitary - U.S. Marine Corps",Chance Vought F-8E150321,0/1(33)
21 Aug 1966,"Near Juneau, AlaskaAlaska Coastal Airlines",Grumman G-21 GooseN88820,9/9(0)
01 Sep 1966,"Near Ljubljana, Slovenia, YugoslaviaBritannia Airways",Bristol Britannia 102G-ANBB,98/117(0)
04 Sep 1966,"Mumbai, IndianIndian Airlines",Sud Aviation SE-210 CaravelleVT-DSB,4/4(0)
16 Sep 1966,"Off Tenerife, Canary Islands, SpainIberia Airlines",Douglas DC-3EC-AXC,1/27(0)
22 Sep 1966,"Bogota, ColombiaAvianca",Douglas DC-4HK-174,2/2(0)
22 Sep 1966,"Winton, AustraliaAnsett ANA",Vickers Viscount 832VH-RMI,24/24(0)
01 Oct 1966,"Near Wemme, OregonWest Coast Airlines",McDonnell Douglas DC-9-14N9101,18/18(0)
04 Oct 1966,"An Khe, VietnamMilitary - U.S. Army",de Havilland Canada CV-2B Caribou63-9751,14/32(0)
08 Oct 1966,"Off Morgan City, LouisianaPetroleum Helicopter",Bell 204B helicopterN1187W,11/11(0)
11 Nov 1966,"Off Chatham, MassachusettsMilitary - U.S. Air Force",Lockheed EC-121H55-5262,19/19(0)
13 Nov 1966,"Off Matsuyama, JapanAll Nippon Airways",NAMC-YS-11-111JA8658,50/50(0)
15 Nov 1966,"Near Dallgow, GermanyPan American Airways",Boeing 727-21N317PA,3/3(0)
20 Nov 1966,"Near New Bern, North CarolinaPiedmont Airlines",Martin 404N40406,3/3(0)
22 Nov 1966,"Near Aden, YemenAden Airways",Douglas DC-3VR-AAN,30/30(0)
24 Nov 1966,"Near Bratislava, CzechoslovakiaTransportno Aviatsionno Bulgaro-Soviet Obshchestvo",Ilyushin IL-18BLZ-BEN,82/82(0)
26 Nov 1966,"Near Saigon, South VietnamMilitary - U.S. Air Force",Douglas C-47D4476574,31/31(0)
26 Nov 1966,"Near La Pedrera, ColombiaSatena",Consolidated  PBY-5A CatalinaFAC-621,12/13(0)
02 Dec 1966,"Moscow, RussiaAeroflot",Tupolev TU-114BCCCP-76457,21/21(0)
18 Dec 1966,"Bogota, ColombiaAerocondor de Colombia",Lockheed L-1649A StarlinerN7301C,17/59(0)
24 Dec 1966,"Binh Tahi, Da Nang, VietnamFlying Tiger Line",Canadair CL-44D4-1N228SW,4/4(125)
24 Dec 1966,"Cascubel River, ColombiaAVIANCA",Douglas C-47A-80-DLHK-161,29/29(0)
