Date,Location / Operator,Aircraft Type / Registration,Fatalities
18 Jun 1986,"Grand Canyon, ArizonaGrand Canyon Airlines / Helitech",de Havilland Can. DHC-6 -300/ Bell 206BN76GC/N6TC,25/25(0)
02 Jul 1986,"Near Syktyvar, RussiaAeroflot",Tupolev TU-134ACCCP-65120,54/92(0)
10 Jul 1986,"Maputo, MozambiqueMilitary - Zimbabwe Air Force",Douglas C-47A7312,17/17(0)
04 Aug 1986,"Off St. Vincent, Leeward IslandsLeeward Islands Air Transport",de Havilland Canada DHC-6 Twin Otter 300V2-LCJ,13/13(0)
14 Aug 1986,"Near Wampusirpi, HondurasMilitary - Honduran Air Force",Lockheed C130D556,59/59(0)
16 Aug 1986,"Malakal, SudanSudan Airways",Fokker F-27 Friendship 400MST-ADY,60/60(0)
28 Aug 1986,"Texarkana, ArkansasSouthwest Airlift",Howard 250N252K,2/2(0)
31 Aug 1986,"Cerritos, CaliforniaAeromexico / Private",MD Douglas DC-9-32 / Piper PA-28-181XA-JED/N4891F,67/67(15)
05 Sep 1986,"Karachi, PakistanPan American World Airways",Boeing B-747-121N656PA,16/384(1)
09 Sep 1986,"Hopkinsville, KentuckyMilitary - U.S. Air Force",Lockheed C-130A Hercules56-0468,3/4(0)
19 Sep 1986,"Near Mantiqueira, BrazilAtlantic Southeast Airlines",Embraer 120RT BrasiliaN219AS,5/5(0)
04 Oct 1986,"San Antonio, TexasSouthern Air Transport",Lockheed L-100-30 HerculesN15ST,3/3(0)
14 Oct 1986,"Ust-Maya, USSRAeroflot",LET 410MT TurbojetCCCP-67264,14/14(0)
15 Oct 1986,"Chiraz, IranIran Air",Boeing 737-286EP-IRG,3/80(0)
19 Oct 1986,"Near Komatipoot, South AfricaGovernment of Mozambique",Tupolev TU-134AC9-CAA,34/44(0)
20 Oct 1986,"Kuybyshev, RussiaAeroflot",Tupolev TU-134ACCCP-65766,70/93(0)
22 Oct 1986,"Manhattan, New YorkPrivate - WNBC",Enstrom F-28FN8617B,2/2(0)
23 Oct 1986,"Near Peshawar, PakistanPakistan International Airlines",Fokker F-27 Friendship 600AP-AUX,13/54(0)
30 Oct 1986,"Near Managua, NicaraguaMilitary - Nicaraguan Air Force",Mil Mi-17 (helicopter)294,21/23(0)
02 Nov 1986,"Near Zahedan, IranMilitary - Iranian Air Force",Lockheed C-130?,103/103(0)
06 Nov 1986,"Off Sumburgh Head, Shetlands, ScotlandBritish International Helicopters",Boeing-Vertol ChinookG-BWFC,45/47(0)
25 Nov 1986,"Near Sarowbi, AfghanistanMilitary - Afghan Republican Air Force",Ilyushin IL-18?,40/40(0)
12 Dec 1986,"Berlin, East GermanyAeroflot",Tupolev TU-134ACCCP-65795,72/82(0)
15 Dec 1986,"Near Lanzhou, ChinaCAAC",Antonov AN-24RVB-3413,6/44(0)
25 Dec 1986,"Arar, Saudi ArabiaIraqi Airways",Boeing B-737-270CYI-AGJ,63/106(0)
27 Dec 1986,"Near Nasaso, FijiSunflower Airlines",de Havilland DH-114 Heron 2BDQ-FEF,11/14(0)
