Date,Location / Operator,Aircraft Type / Registration,Fatalities
01 Jul 1983,"Labe, GuineaCAAK",Ilyushin IL-62MB-889,23/23(0)
11 Jul 1983,"Near Cuenca, Azuay, EcuadorTAME",Boeing B-737-2V2HC-BIG,119/119(0)
16 Jul 1983,"Off Scilly Islands, UKBritish Airways Helicopters",Sikorsky S-61N-IIG-BEON,20/26(0)
23 Jul 1983,"Gimli, Manitoba, CanadaAir Canada",Boeing B-767-233ERC-GAUN,0/69(0)
17 Aug 1983,"Grand Canyon, ArizonaLas Vegas Airlines",Piper PA-31-350 ChieftainN88LV,10/10(0)
30 Aug 1983,"Near Alma-Ata, Kazakastan, USSRAeroflot",Tupolev TU-134ACCCP-65129,90/90(0)
01 Sep 1983,"Near Sakhalin Island, RussiaKorean Airlines",Boeing B-747-230BHL-7442,269/269(0)
02 Sep 1983,"Near Smithers, British Columbia, CanadaCentral Mountain Air Services",Britten-Norman BN-2A-21 IslanderC-GIPF,9/9(0)
14 Sep 1983,"Guilin, ChinaCAAC",Hawker Siddeley Trident 2E /  II-28B-264 / ?,11/106(0)
23 Sep 1983,"Near Mina Jebel Ali, UAEGulf Air",Boeing B-737-2P6A40-BK,112/112(0)
28 Sep 1983,"Off Lanyu Island, TaiwanTaiwan Airlines",Britten-Norman BN-2A-26 TrislanderB-11109,10/10(0)
07 Oct 1983,"Aracatuba, BrazilTAM Lineas Aéreas Regional",Embraer 110C BandeirantePP-SBH,7/15(0)
08 Oct 1983,"Near Lonkin, MyanmarBurma Airways",de Havilland Canada DHC-6 Twin Otter 300XY-AEE,9/14(0)
11 Oct 1983,"Pinckneyville, IllinoisAir Illinois",Hawker Siddeley HS-748-FAAN748LL,10/10(0)
28 Oct 1983,"Middletown, PennsylvaniaPennsylvania Airlines",Shorts 330-200N26288,1/30(0)
08 Nov 1983,"Lubango, Huila, AngolaTAAG Angola Airlines",Boeing B-737-200D2-TBN,130/130(0)
23 Nov 1983,"Landsdowne House, CanadaAustin Airways",de Havilland Canada DHC-6 Twin Otter 300C-GTLA,4/7(0)
27 Nov 1983,"Madrid-Barajas, SpainAVIANCA",Boeing B-747-283BHK-2910,181/192(0)
28 Nov 1983,"Near Enugu, NigeriaNigeria Airways",Fokker F-28 Fellowship 20005N-ANF,53/72(0)
07 Dec 1983,"Near Madrid, SpainIberia Airlines / Aviaco",Boeing B-727-200 / DC9-32EC-CFJ/EC-CGS,93/135(0)
14 Dec 1983,"Near Medellin, ColombiaTAMPA Colombia",Boeing 707-373CHK-2401,3/3(22)
17 Dec 1983,"Paulatuk, Northwest Territory, CanadaInuvik Coastal Airways",de Havilland Canada DHC-6 Twin Otter 200C-FGJK,2/12(0)
24 Dec 1983,"Leshukonskoye, RussiaAeroflot",Antonov AN-24CCCP-46617,44/49(0)
