Date,Location / Operator,Aircraft Type / Registration,Fatalities
11 Jul 1972,"Near Quang Tri, South VietnamMilitary - U.S. Marine Corps",Sikorsky CH-53D (helicopter)156658,52/67(0)
20 Jul 1972,"Corfu Island, GreeceCharter",Sud-Aviation SE210 Caravelle?,1/84(0)
29 Jul 1972,"Villavicencio, ColombiaAVIANCA / AVIANCA",Douglas DC-3 / Douglas DC-3HK1341X/HK107,38/38(0)
12 Aug 1972,"Near Delhi, IndiaIndian Airlines",Fokker F-27 Friendship 100VT-DME,18/18(0)
12 Aug 1972,"Near Soc Trang, South VietnamMilitary - U.S. Air Force",Lockheed C-130E62-1853,30/44(0)
14 Aug 1972,"Near Konigs Wusterausen, East GermanyInterflug",Ilyushin IL-62DM-SEA,156/156(0)
16 Aug 1972,"Near Sandoway, BurmaBurma Airways",Douglas DC-3 (C-47A-DK)XY-ACM,26/31(0)
27 Aug 1972,"Canaima, VenezuelaLineas Areas Venezolanas",Douglas C-47-DLYV-C-AKE,34/34(0)
28 Aug 1972,"Papua, New GuineaMilitary - Royal Australian Air Force",de Havilland Canada DHC-4 CaribouA4-233,25/29(0)
31 Aug 1972,"Near Magnitogorsk, RussiaAeroflot",Ilyushin IL-18CCCP-74298,102/102(0)
01 Sep 1972,"Mt. Giluwe, Papua, New GuineaAnsett Airlines of Papua New Guinea",Shorts SC-7 Skyvan 3-300VH-PNI,4/4(0)
07 Sep 1972,"Trinidad, BoliviaServicios Aereas Virgen de Copacabana",Curtiss C-46A-40-CUCP-959,1/8(0)
10 Sep 1972,"Gondar, EthiopiaEthiopian Airlines",Douglas DC-3ET-ABQ,11/11(0)
13 Sep 1972,"Near Dhulikhel, NepalMilitary - Royal Nepalese Air Force",Douglas C-479N-RF10,31/31(0)
24 Sep 1972,"Sacramento, CaliforniaPrivate",F-86 SabrejetN275X,0/1(22)
24 Sep 1972,"Near Ben Cat, South VietnamAir Vietnam (South Vietnam)",Douglas C-54D-1-DCXV-NUH,10/13(0)
01 Oct 1972,"Near Adler, USSRAeroflot",Ilyushin IL-18BCCCP-75507,108/108(0)
02 Oct 1972,"Kampot, CambodiaCambodia Air",Douglas DC-3XW-TDA,9/9(0)
13 Oct 1972,"Near San Fernando, ChileUruguayan Air Force - TAMU",Fairchild-Hiller FH-227D/LCDT-571,29/45(0)
13 Oct 1972,"Near Moscow, USSRAeroflot",Ilyushin IL-62CCCP-86671,174/174(0)
16 Oct 1972,Off the Alaska coastPrivate,Cessna 310CN1812H,4/4(0)
21 Oct 1972,"Off Athens, GreeceOlympic Airways",NAMC YS-11A-202SX-BBQ,37/53(0)
23 Oct 1972,"Tanna, VanuatuAir Melanesie",Britten-Norman BN-2A-6 IslanderF-OCRH,1/8(0)
27 Oct 1972,"Near Noiretable, Loire, FranceAir Inter",Vickers Viscount 724F-BMCH,60/68(0)
30 Oct 1972,"Poggiorsini, ItalyAero Transporti Italiani",Fokker F-27 Friendship 200I-ATIR,27/27(0)
31 Oct 1972,"Near My Tho, South VietnamMilitary - U.S. Army",Boeing Vertol CH-47 (helicopter)?,22/22(0)
04 Nov 1972,"Near Plovdiv, BulgariaBalkan Bulgarian Airlines",Ilyushin IL-14PLZ-ILA,35/35(0)
17 Nov 1972,"Elkton, KentuckyMetro Air Systems",Beech G18SN2700S,11/11(0)
28 Nov 1972,"Near Moscow, RussiaJapan Air Lines",McDonnell Douglas DC-8-62JA8040,62/76(0)
03 Dec 1972,"Tenerife,  Canary IslandsSpantax",Convair CV-990-30A-5 CoronadoEC-BZR,155/155(0)
08 Dec 1972,"Near Rawalpindi, PakistanPakistan International Airlines",Fokker F-27 Friendship 400AP-AUS,26/26(0)
08 Dec 1972,"Midway Airport, Chicago, IllinoisUnited Air Lines",Boeing B-737-222N9031U,43/61(2)
20 Dec 1972,"Chicago, IllinoisDelta Air Lines/ North Central Airlines",Convair CV-880 / McDonnell DC-9-31N8897E/N954N,10/133(0)
21 Dec 1972,"Off St. Maarten off, Netherlands AntillesAir Guadeloupe",de Havilland Canada DHC-6 Twin Otter 300F-OGFE,13/13(0)
23 Dec 1972,"Skaugum, NorwayBraathens",Fokker F-28 Fellowship 1000LN-SUY,40/45(0)
29 Dec 1972,"Everglades National Park, FloridaEastern Air Lines",Lockheed L-1011 TriStar 1N310EA,103/176(0)
31 Dec 1972,"San Juan, Puerto RicoAmerican Express Leasing",Douglas DC-7CFN500AE,5/5(0)
