Date,Location / Operator,Aircraft Type / Registration,Fatalities
19 May 1973,"Svay Rieng, CambodiaCambodia Air",Douglas C-47AXW-TDM,11/11(0)
29 May 1973,"Near Rimouski, Prov. Quebec, CanadaAir Gaspé",Douglas DC-3CF-QBB,4/4(0)
31 May 1973,"Near New Delhi, IndiaIndian Airlines",Boeing B-737-2A8VT-EAM,48/65(0)
01 Jun 1973,"Sao Luis, BrazilCruzeiro",Sud Aviation SE-210 Caravelle VINPP-PDX,23/23(0)
03 Jun 1973,"Goussainville, FranceAeroflot",Tupolev TU-144CCCP-77102,6/6(8)
09 Jun 1973,"Rio de Janeiro, BrazilVarig",Boeing 707-327CPP-VLJ,2/4(0)
20 Jun 1973,"Near Puerto Vallarta, MexicoAeromexico",McDonnell Douglas DC-9-15XA-SOC,27/27(0)
30 Jun 1973,"Amman, JordanAeroflot",Tupolev TU-134ACCCP-65668,2/85(7)
04 Jul 1973,"Near Shakhtyorsk, RussiaAeroflot",Ilyushin IL-14CCCP-91534,18/18(0)
09 Jul 1973,"Nnear Kuybyshev, RussiaAeroflot",Tupolev TU-124VCCCP-45062,2/61(0)
11 Jul 1973,"Paris, Orly Airport, FranceVarig",Boeing B-707-345CPP-VJZ,123/134(0)
22 Jul 1973,"Off Papeete, TahitiPan American World Airways",Boeing B-707-321BN417PA,78/79(0)
23 Jul 1973,"St. Louis, MissouriOzark Air Lines",Fairchild-Hiller FH-227BN4215,38/44(0)
24 Jul 1973,"Honolulu, HIAir Hawaii",Volpar C45GN234JC,5/5(0)
31 Jul 1973,"Logan Airport, Boston, MassachusettsDelta Air Lines",McDonnell Douglas DC-9-31N975NE,89/89(0)
13 Aug 1973,"Near La  Coruña, SpainAviaco Condor",Sud-Aviation Caravelle 10-REC-BIC,85/85(1)
15 Aug 1973,"Don Don, HaitiPrivate",Norman BN-2A-6N38JA,10/10(0)
18 Aug 1973,"Baku, Azerbaijan, USSRAeroflot",Antonov AN-24VCCCP-46435,56/64(0)
22 Aug 1973,"El Yopal, ColombiaAVIANCA",Douglas DC-3HK-111,16/17(0)
27 Aug 1973,"Bogota, ColombiaAerocondor Colombia",Lockheed L-188A ElectraHK-777,42/42(0)
28 Aug 1973,"Near Huete, SpainMilitary - U.S. Air Force",Lockheed C-141A63-8077,24/25(0)
28 Aug 1973,"Thirty-five miles west of Los Angeles, CaliforniaTrans World Airlines",Boeing B-707-331BN8705T,1/149(0)
08 Sep 1973,"King Cove, AlaskaWorld Airways",McDonnell Douglas DC-8-63FN802WA,6/6(0)
11 Sep 1973,"Moganik, YugoslaviaJAT Yugoslav Airlines",Aerospatiale Caravelle 6NYU-AHD,41/41(0)
20 Sep 1973,"Natchitoches, LouisianaPrivate Charter",Beechcraft E18SN50JR,6/6(0)
27 Sep 1973,"Rich Mountain, ArkansasTexas International Airlines",Convair 600N94230,11/11(0)
30 Sep 1973,"Miritituba, BrazilAeronorte",Douglas DC-3APT-CEV,9/9(0)
30 Sep 1973,"Near Sverdlovsk, RussiaAeroflot",Tupolev TU-104BCCCP-42506,108/108(0)
02 Oct 1973,"Magadan, RussiaAeroflot",Antonov AN-12VCCCP-12967,10/10(0)
13 Oct 1973,"Near  Domodedovo, RussiaAeroflot",Tupolev TU-104BCCCP-42486,122/122(0)
23 Oct 1973,"Guanabara Bay, BrazilVASP",NAMC YS-11A-211PP-SMJ,8/65(0)
02 Nov 1973,"Villavicencio, ColombiaLineas Aéreas La Urraca",Handley Page HPR-7 Herald 101HK- 718,6/16(0)
03 Nov 1973,"Boston,: MassachusettsPan American World Airways",Boeing B-707-321CN458PA,3/3(0)
03 Nov 1973,"Near Albuquerque,  New MexicoNational Airlines",McDonnell Douglas DC-10-10N60NA,1/128(0)
17 Nov 1973,"Near Quang-Ngai, South VietnamAir Vietnam (South Vietnam)",Douglas DC-3XV-NIE,27/27(0)
07 Dec 1973,"Moscow, USSRAeroflot",Tupolev TU-104BCCCP-42503,13/75(0)
16 Dec 1973,"Near Karacharovo, USSRAeroflot",Tupolev TU-124CCCP-45061,51/51(0)
17 Dec 1973,"Rome, ItalyPan American World Airways",Boeing B-707-321BN407PA,30/177(0)
21 Dec 1973,"Near Siagon, South VietnamMilitary - Vietnamese Air Force",Boeing Vertol CH-47 (helilcopter)?,20/20(0)
22 Dec 1973,"Near Tetouan, MoroccoRoyal Air Maroc",Sud-Aviation Caravelle VI-NOO-SRD,106/106(0)
23 Dec 1973,"Lvov, Ukraine, USSRAeroflot",Tupolev TU-124CCCP-45004,17/17(0)
28 Dec 1973,"Durban, South AfricaExecutive Funds",Douglas DC-3ZS-DAK,1/25(0)
