Date,Location / Operator,Aircraft Type / Registration,Fatalities
21 May 1955,"Off Barcelona, VenezuelaLinea Aeropostal Venezolana",Douglas C-47-DLYV-C-ALU,4/16(0)
26 May 1955,"Edmonton, Alberta, CanadaAssociated Airways",Avro 685 York C-1CF-HMY,2/2(0)
03 Jun 1955,"Fort Lamy, CameroonUnion Aéromaritime de Transport",Douglas C-54AF-BFVT,3/3(0)
16 Jun 1955,"Near Asuncion, ParaguayPanair do Brasil",Lockheed 049-46-21 ConstellationPP-PDJ,16/24(0)
18 Jun 1955,"Leon, MexicoTigres Voladores",Curtiss C-46XA-LID,18/39(0)
14 Jul 1955,"Oaxaca, MexicoLineas Areas Unidas",Douglas DC-2-243XA-DOB,22/22(0)
17 Jul 1955,"Chicago, IllinoisBraniff Airlines",Convair CV-340-32N3422,22/43(0)
27 Jul 1955,"Near Petrich, BulgariaEl Al",Lockheed 049 Constellation4X-AKC,58/58(0)
04 Aug 1955,"Fort Leonard Wood, MissouriAmerican Airlines",Convair CV-240-0N94221,30/30(0)
05 Aug 1955,"Near Voronezh, RussiaAeroflot",AeroflotL5057,25/25(0)
11 Aug 1955,"Near Edelweiler, West GermanyMilitary - U.S. Air Force / Military - U.S. Air Force",Fairchild C119G / Fairchild C119G53-3222/53-7841,67/67(0)
26 Aug 1955,"Caparao Mountain, BrazilCruzeiro",Douglas DC-3PP-CBY,13/13(0)
30 Aug 1955,"Simra, NepalKalinga Airlines",Douglas C-47AVT-AZX,2/3(0)
02 Sep 1955,"Lanywa, Burma (Myanmar)Union of Burma Airways",Douglas DC-3XY-ACQ,12/12(0)
08 Sep 1955,"Burbank, CaliforniaCurrey Air Transport",Douglas DC-3N74663,2/33(1)
10 Sep 1955,"Near Banyo, CameroonSociete France Hydro",Latecoere 631 (flying boat)F-BDRE,16/16(0)
17 Sep 1955,"Near Thorhild, Alberta, CanadaPacific Western Airlines",Bristol 170 Freighter 31CF-GBT,2/6(0)
22 Sep 1955,"Idris, LibyaBritish Overseas Airways",Canadair C-4 ArgonautG-ALHL,15/47(0)
24 Sep 1955,"Pacific Ocean (1,000 miles west of Honolulu, HI)Flying Tiger Line",Douglas C-54AN90433,3/5(0)
29 Sep 1955,"Yellowknife, Northwest Territory, CanadaAssociated Airways",Avro 685 York C-1CF-HMV,1/2(0)
02 Oct 1955,"Pico Oiriruma-Vinac, PeruFaucett",Douglas C54AOB-PAZ-228,19/35(0)
06 Oct 1955,"Near Centennial, WyomingUnited Air Lines",Douglas DC-4N30062,66/66(0)
10 Oct 1955," Near Vienna, AustriaJAT Yugoslav Airlines",Convair CV-340-58YU-ADC,7/29(0)
01 Nov 1955,"Longmont, ColoradoUnited Air Lines",Douglas DC-6BN37559,44/44(0)
17 Nov 1955,"Near Las Vegas, NevadaMilitary - U.S. Air Force",Douglas MC-54M44-9068,14/14(0)
17 Nov 1955,"Seattle, WashingonPeninsular",Douglas C-54N88852,28/74(0)
20 Nov 1955,"Iwo Jima, JapanMilitary - US Air Force",Douglas C124-DL Globemaster II51-0149,10/11(0)
30 Nov 1955,"Near Ballico, CaliforniaMilitary - U.S. Air Force",Boeing RB-52B52-8716,10/10(0)
01 Dec 1955,"Belem, BrazilCruzeiro",Douglas DC-3PP-CCC,6/6(0)
09 Dec 1955,"Khabarovsk Territory, RussiaAeroflot",Li-2CCCP-L4993,21/21(0)
17 Dec 1955,"Hollywood, South CarolinaRiddle Airlines",Curtiss C-46AN9904F,2/2(0)
19 Dec 1955,"Sao Paulo, BrazilCruzeiro Do Sud",Douglas DC-3?,26/26(0)
21 Dec 1955,"Jacksonville, FloridaEastern Air Lines",Lockheed 749C-79-12 ConstellationN112A,17/17(0)
