Date,Location / Operator,Aircraft Type / Registration,Fatalities
14 Sep 1977,"Near Albuquerque, New MexicoMilitary - U.S. Air Force",Boeing - EC-135K62-3536,20/20(0)
22 Sep 1977,"Bucharest, RomaniaMalev Hungarian Airlines",Tupolev TU-134HA-LBC,29/53(0)
27 Sep 1977,"Kuala Lumpur,  MalaysiaJapan Air Lines",McDonnell Douglas DC-8-62HJA-8051,34/79(0)
20 Oct 1977,"Near Gillsburg, MississippiL & J Company",Convair CV-300N55VM,6/26(0)
21 Oct 1977,"Mindoro, PhilippinesMilitary - U.S. Marine Corps",Sikorksky CH-53 (helicopter)157139,24/37(0)
03 Nov 1977,"San Cristobal de las Casas, MexicoServicios Aereos Martinez Leon",Britten-Norman BN-2A-8 TrislanderXA-FUA,13/13(0)
19 Nov 1977,"Rome, ItalyEthiopian Airlines",Boeing 707-360CET-ACD,5/5(0)
19 Nov 1977,"Near Funchal, Island of Madeira, PortugalTAP (Air Portugal)",Boeing B-727-282CS-TBR,131/164(0)
21 Nov 1977,"Near Bariloche, ArgentinaAustral Lineas Aeras (Argentina)",BAC One-Eleven 420ELLV-JGY,46/79(0)
26 Nov 1977,"Near Beziers, FranceMilitary - French Air Force",Nord 2501 Noratlas182,32/32(0)
02 Dec 1977,"Near Al Bayda, LebanonBalkan Bulgarian Airlines",Tupolev TU-154BLZ-BTN,59/165(0)
04 Dec 1977,"Straits of Johore, near Kampung Ladang, MalaysiaMalaysia Airlines",Boeing B-737-2H69M-MBD,100/100(0)
08 Dec 1977,"Intracostal City, LouisianaPetroleum Helicopter",SNIAS SA330JN4730S,17/19(0)
09 Dec 1977,"Tarko-Saley, USSRAeroflot",Antonov AN-24CCCP-47695,17/23(0)
11 Dec 1977,"Hierro, Canary IslandsMilitary - U.S. Navy",Lockheed P-3B Orion153428,13/13(0)
13 Dec 1977,"Evansville, IndianaNational Jet Services Inc.,  (Air Indiana)",Douglas DC-3N51071,29/29(0)
18 Dec 1977,"Near Salt Lake City, UtahUnited Air Lines",Douglas DC-8-54FN8047U,3/3(0)
18 Dec 1977,"Off Madeira, PortugalSATA",Aerospatiale Caravelle 10RHB-ICK,36/57(0)
19 Dec 1977,"Vieques, Puerto RicoVieques Air Link",Britten-Norman BN-2A IslanderN862JA,5/10(0)
24 Dec 1977,"Willemstad, Curacao, Netherlands AntillesValley Air Service",Piper PA-31-350 NavajoN9164Y,10/10(0)
29 Dec 1977,"Cuenca, EcuadorServicios Aereos Nacionales",Vickers Viscount 764 DHC-BEM,24/24(0)
