Date,Location / Operator,Aircraft Type / Registration,Fatalities
06 Apr 1958,"Freeland, MichiganCapital Airlines",Vickers Viscount 745DN7437,47/47(0)
07 Apr 1958,"Mt. Illiniza, EcuadorAREA",Douglas DC-3HC-ACL,32/32(0)
14 Apr 1958,"Off Castell de Fels, SpainAviaco",de Havilland DH-114 Heron 2DEC-ANJ,16/16(0)
21 Apr 1958,"Near Sloan, 10 miles SW of Las Vegas, NevadaUnited Air Lines / Military - U.S. Air Force",Douglas DC-7 / F-100FN6328C/56-3755,49/49(0)
15 May 1958,"New Delhi, IndiaPakistan International Airlines",Convair CV-240-7AP-AEH,21/38(2)
16 May 1958,"Chatenoy, FranceBritish European Airways",Douglas C-47AG-AGHP,3/3(0)
18 May 1958,"Near Casablanca, MoroccoSabena",Douglas DC-7COO-SFA,65/69(0)
20 May 1958,"Brunswick, MarylandCapital Airlines / Military - Air National Guard",Vickers Viscount 745D / T-33AN7410/53-5966,12/13(0)
25 May 1958,"Gurgaon, IndiaDan-Air Services",Avro 685 York C-1G-AMUV,4/5(0)
31 May 1958,"Rio de Janeiro, BrazilParaense Transportes Aéreos",Curtiss C-46DPP-BTB,4/4(0)
31 May 1958,"SW of Algiers, AlgeriaAir France",Douglas DC-3F-BHKV,15/15(0)
02 Jun 1958,"Manila, PhilippinesPan American World Airways",Boeing 377 Stratocruiser 10-26N1023V,1/57(0)
02 Jun 1958,"Near Guadalajara, MexicoAeronaves de Mexico",Lockheed 749A ConstellationXA-MEV,45/45(0)
04 Jun 1958,"Martinsburg, West VirginiaCapital Airlines",Douglas DC-3N49553,1/3(0)
09 Jun 1958,"Magadan Oblast, RussiaAeroflot",Ilyushin IL-12CCCP-L1364,24/24(0)
16 Jun 1958,"Curitiba, BrazilCruzeiro",Convair CV-440-59PP-CEP,21/26(0)
25 Jun 1958,"Mohanbari, IndiaIndian Airlines",Douglas C-47AVT-COJ,5/7(0)
27 Jun 1958,"Near Chicopee Falls, MassachusettsMilitary - U.S. Air Force",Boeing KC-135A56-3599A,15/15(0)
09 Jul 1958,"Dhaka, BaangladeshIndian Airlines",Douglas C-47AVT-CYM,3/3(0)
09 Aug 1958,"Benghazi, LibyaCentral African Airways",Vickers Viscount 748DVP-YNE,36/54(0)
11 Aug 1958,"Near Belem, Brazil	Loide Aéreo Nacional",Douglas DC-4PP-LEQ,10/11(0)
12 Aug 1958,"Sakiya Saugye, JapanAll Nippon Airways",Douglas DC-3JA5045,33/33(0)
14 Aug 1958,"North Atlantic Ocean, 100 miles W of Galway Bay, IrelandKLM Royal Dutch Airlines",Lockheed 1049H Super ConstellationPH-LKM,99/99(0)
15 Aug 1958,"Nantucket, MassachusettsNortheast Airlines",Convair CV-240-2N90670,25/34(0)
15 Aug 1958,"Near Chita, RussiaAeroflot",Tupolev TU-104-ACCCP-L5442,64/64(0)
02 Sep 1958,"Sasnashen, RussiaMilitary - U.S. Air Force",Lockheed C-130A-II Hercules56-0528,17/17(0)
02 Sep 1958,Off GuamMilitary - U.S. Air Force,Douglas C-124C Globemaster52-1081A,19/19(0)
02 Sep 1958,"London, EnglandIndependent Air Travel",Vickers 621 Viking 1G-AIJE,3/3(4)
05 Sep 1958,"Campina Grande, BrazilLoide Aereo Nacional",Curtiss C-46A-CUPP-LDX,14/18(0)
07 Sep 1958,"  Kazakh, RussiaAeroflot",AeroflotCCCP-L1692,27/27(0)
08 Sep 1958,"Near Fairchild AFB, Washington DCMilitary - U.S. Air Force / U.S. Air Force",Boeing B-52 / Boeing B-5256-661 / 56-681,13/16(0)
09 Sep 1958,"Mount Oyama, JapanFlying Tiger Line",Lockheed L-1049H Super ConstellationN6920C,8/8(0)
19 Sep 1958,"Triel, FranceMilitary - U.S. Air Force",Lockheed C-130A Hercules56-0526,15/15(0)
19 Sep 1958,"Near Lazo, RussiaAeroflot",Ilyushin IL-12CCCP-L3904,28/28(0)
29 Sep 1958,Over the Mediterranean SeaMiddle East Airlines,Avro 685 York IOD-ADB,5/5(0)
09 Oct 1958,"Payette, IdahoMilitary - U.S. Air Force",Fairchild C-123 Provider55-4521A,19/19(0)
14 Oct 1958,"Mt. Alto del Cedro, VenezuelaLinea Aeropostal Venezolana",Lockheed 1049E Super ConstellationYV-C-ANC,23/23(0)
15 Oct 1958,"Villa Montes, BoliviaMilitary - TAM (Bolivia)",Douglas C-47ATAM-03,20/20(0)
17 Oct 1958,"Near Kanash, RussiaAeroflot",Tupolev TU-104ACCCP-42362,80/80(0)
18 Oct 1958,"NAS Argentia, Placentia Bay,  Newfoundland,  CanadaMilitary - U.S. Navy",Lockheed WV-2 Super Constellation141294,11/29(0)
22 Oct 1958,"Anzio, ItalyBritish European Airways",Vickers Viscount 701CG-ANHC,31/31(0)
01 Nov 1958,"Nipe Bay, CubaCubana de Aviacion",Vickers Viscount 755DCU-T603,17/20(0)
03 Nov 1958,"Near Roccatamburo di Poggiodomo, ItalyYemen Airlines",Douglas C-47-DLYE-AAB,8/8(0)
08 Nov 1958,"La Paz, BoliviaTAM (Bolivia)",Douglas DC-3TAM-05,3/3(0)
09 Nov 1958,North Atlantic OceanARTOP Aerotopografica LDA,Martin MarinerCS-THB,36/36(0)
16 Nov 1958,"Fort Collins, ColoradoCapitol Airways",Curtiss C-46FN1301N,2/2(0)
04 Dec 1958,"Guadarrama Mountains, SpainAviaco",SNCASE LanguedocEC-ANR,21/21(0)
23 Dec 1958," Tashkent, UzbekstanAeroflot",Ilyushin IL-14CCCP-61663,21/21(0)
24 Dec 1958,"Winkton, EnglandBOAC",Bristol 175 Britannia 312G-AOVD,9/12(0)
26 Dec 1958,"Salisbury, Zimbabwe (Harare, Zimbabwe)Union Aeromaritime de Transport",Douglas DC-6BF-BGTZ,3/70(0)
30 Dec 1958,"Rio de Janeiro, BrazilVASP",Saab ScandiaPP-SQE,21/37(0)
