Date,Location / Operator,Aircraft Type / Registration,Fatalities
05 May 1965,"Tenerife, Canary Islands, SpainCanary IslandsIberia Airlines",Lockheed 1049G-55 Super ConstellationEC-AIN,30/49(0)
20 May 1965,"Cairo, EgyptPakistan International Airlines",Boeing B-720-040BAP-AMH,121/127(0)
15 Jun 1965,"Near Colombus, GeorgiaMilitary - U.S. Army / Military - U.S. Army",Bell UH-1D / Bell UH1D (helicopters)63-8760/63-8840,18/18(0)
25 Jun 1965,"Near Santa Ana, CaliforniaMilitary - U.S. Air Force",Boeing C-135A60-0373,85/85(0)
28 Jun 1965,"San Francisco, CaliforniaPan American World Airways",Boeing B-707-321BN761PA,0/153(0)
01 Jul 1965,"Kansas City, MissouriContinental Airlines",Boeing B-707-124N70773,0/66(0)
06 Jul 1965,"Near Oxford, EnglandMilitary -Royal Air Force",Handley Page Hastings C Mark 1TG577,41/41(0)
07 Jul 1965,"Cairo, EgyptMilitary - Soviet Air Force",Antonov AN-12?,30/31(0)
08 Jul 1965,"Dog Creek, British Columbia, CanadaCanadian Pacific Air Lines",Douglas DC-6BCF-CUQ,52/52(0)
11 Jul 1965,"Off Nantucket, MassachusettsMilitary - U.S. Air Force",EC-121H (Super Constellation)55-1036,16/19(0)
15 Jul 1965,"St. Thomas, Virgin IslandsVirgin Islands Airways",de Havilland 106AN6503D,8/12(0)
25 Jul 1965,"Near Libacao, PhilippinesMilitary - Philippine Air Force",Douglas C-47777,37/37(0)
04 Aug 1965,"Panama City, PanamaRutas Internacionales Peruanes",Douglas C-54DOB-R-769,7/7(0)
12 Aug 1965,"Near Cuiaba, BrazilParaense Transportes Aéreos",Curtiss C-46APP-BTH,13/13(0)
16 Aug 1965,"Lake Michigan, near Chicago, IllinoisUnited Air Lines",Boeing B-727-22N7036U,30/30(0)
20 Aug 1965,"Jeuk, BelgiumLOT Polish Airlines",Vickers 804 ViscountSP-LVA,4/4(0)
24 Aug 1965,Hong KongMilitary - U.S. Marine Corps,Lockheed KC-130F149802,59/72(0)
04 Sep 1965,"Lake Tustumena, AlaskaCordova Airlines",Aero Commander 680N6305U,4/5(0)
11 Sep 1965,"Near La Carlota, PhillipinesFilipinas Orient Airways",Douglas DC-3API-C942,11/11(0)
14 Sep 1965,"Gore, EthiopiaEthiopian Airlines",Douglas DC-3ET-ABI,17/17(0)
16 Sep 1965,"Quang Ngai, South VietnamAir Vietnam (South Vietnam)",Douglas DC-3XV-NIC,38/39(0)
16 Sep 1965,"Near Pastaza, EcuadorTAO",Transportes Aéreos OrientalesHC-AFQ,9/11(0)
17 Sep 1965,"Montserrat, AntiguaPan American World Airways",Boeing B-707-121BN708PA,30/30(0)
27 Sep 1965,"Bao Trai, VietnamAir America",Beechcraft C-45HN9574Z,3/3(0)
08 Oct 1965,"Near Patian, PakistanPakistan International Airlines",Fokker F-27 Friendship 200AP-ATT,4/4(0)
17 Oct 1965,"Bucaramanga, ColombiaAVIANCA",Douglas DC-3 / Piper PA-18AHK-118/HK-922F,19/19(0)
18 Oct 1965,"Near Hanoi, VietnamInternational Control Commision",Boeing 307 Stratoliner B-1F-BELV,13/13(0)
20 Oct 1965,"Near Manila, PhilippinesPhilippine Air Lines",Douglas DC-3PI-C-144,1/37(0)
27 Oct 1965,"London, EnglandBritish European Airways",Vickers Vanguard 951G-APEE,36/36(0)
02 Nov 1965,"Obock, French SomalilandMilitary - French Air Force",Douglas C-47A316410,30/30(0)
03 Nov 1965,"Off Puerto Lemon, Costa RicaMilitary - Argentine Air Force",Douglas C-54TC-48,68/68(0)
08 Nov 1965,"Cincinnati Airport, near Covington, KentuckyAmerican Airlines",Boeing B-727-23N1996,58/62(0)
08 Nov 1965,"Near Boqueron, ColombiaAerolineas TAO",Douglas C-47DLHK-1202,30/30(0)
10 Nov 1965,"Murmansk, RussiaAeroflot",Tupolev TU-124CCCP-45086,32/64(0)
11 Nov 1965,"Salt Lake City, UtahUnited Air Lines",Boeing B-727-22N7030U,43/91(0)
14 Nov 1965,"Near Palm Springs, CaliforniaPaul Kelly Flying Service Inc.",Learjet 23N243F,8/8(0)
27 Nov 1965,"Salt Lake City , UtahEdde Airlines",Douglas C-53-DO (DC-3A)N485,13/13(0)
04 Dec 1965,"Carmel, New YorkTrans World Airlines / Eastern Air Lines",Boeing B-707-131B / L1049C ConstellationN748TW/N6218C,4/112(0)
07 Dec 1965,"Tenerife, Canary IslandsSpantax",Douglas DC-3EC-ARZ,32/32(0)
11 Dec 1965,"Near Tuy Hoa, South VietnamMilitary - U.S. Air Force",Fairchild C-123C56-4376,85/85(0)
16 Dec 1965,"Legaspi, PhilippinesAir Manila",Douglas DC-3API-C856,2/21(0)
