Date,Location / Operator,Aircraft Type / Registration,Fatalities
02 Aug 1947,"Andes, ArgentinaBritish South American Airways",Avro 691 Lancastrian 3G-AGWH,11/11(0)
06 Aug 1947,North Pacific OceanMilitary - U.S. Navy,Consolidated PBY-5A Catalina34032,20/20(0)
08 Aug 1947,"New York, New YorkAmerican Airlines",Douglas DC-3CNX88787,3/5(0)
09 Aug 1947,"Malmo, SwedenAB Aerotransport",Douglas DC-3FSE-BAY,1/5(0)
13 Aug 1947,"Bucharest, RomaniaTransporturile Aeriene Romano-Sovietice",Lisunov Li-2YR-TAV,3/8(0)
21 Aug 1947,"Hanksville, UtahSlick Airways",Curtiss C-46ENC59488,3/3(0)
23 Aug 1947,"Bahrain, Persian GulfBritish Overseas Airways",Short Sandringham 5 (flying boat)G-AHZB,10/26(0)
28 Aug 1947,"Harsiad, NorwayNorwegian Airlines",Short Sandringham (flying boat)LN-IAV,35/35(0)
08 Oct 1947,"Near El Paso, TexasAmerican Airlines",Douglas DC-4NC90432,0/54(0)
14 Oct 1947,"Ocean, 800 miles east of NewfoundlandAmerican International Airways",Boeing 314A NC18612,0/69(0)
16 Oct 1947,"Off Cartegena, SpainSociete Aerienne du Littoral",Bristol 170 Freighter IF-BCJN,41/43(0)
16 Oct 1947,"Sylva, North CarolinaStratofreight",Douglas DC-3?,3/3(0)
24 Oct 1947,"Bryce Canyon, UtahUnited Air Lines",Douglas DC-6NC37510,53/53(0)
26 Oct 1947,"Near Mt. Hymettus, GreeceAB Aerotransport",Douglas DC-4-1009SE-BBG,44/44(0)
26 Oct 1947,"Annette Island, AlaskaPan American World Airways",Douglas DC-4ANC88920,18/18(0)
31 Oct 1947,"Near Srinagar, IndiaMilitary - Royal Indian Air Force",Douglas C-47BM965,25/25(0)
02 Nov 1947,"Off Barrio Rizal, PhilippinesPhilippine Air Express",Douglas DC-3?,5/5(0)
11 Nov 1947,"Gallup, New MexicoAmerican Airlines",Douglas DC-6NC90741,0/25(0)
13 Nov 1947,"Near Bouchox, FranceSociété Auxiliare de Navigation Aérienne",Junkers Ju-52/3mF-BDYH,2/2(0)
18 Nov 1947,"Newcastle, DelawareTrans Continental and Western Air",Lockheed L-049-46-26 ConstellationNC86507,5/5(0)
18 Nov 1947,"Ravello, ItalyTrafik-Turist-Transportflyg",Bristol 170 Freighter XISE-BNG,20/25(0)
21 Nov 1947,"Phouznicie, RomaniaTARS",Lisunov Li-2YR-TAI,13/26(0)
27 Nov 1947,?China National Aviation Corporation,Douglas DC-3?,2/3(0)
27 Nov 1947,"Yakutat, AlaskaColumbia Air Cargo",Douglas DC-3CNC95486,13/13(0)
27 Nov 1947,"Montenegrin Mountains, YugoslaviaJAT Yugoslav Airlines",Lisunov LI-2YU-BAD,22/22(0)
28 Nov 1947,"Near Trappa, ItalyMilitary - U.S. Air Force",Douglas C-47B43-48736,20/20(0)
30 Nov 1947,"Seattle, WashingtonAlaska Airlines",Douglas C-54ANC-91009,8/28(1)
10 Dec 1947,"Near Goose Bay, LabradorMilitary - U.S. Air Force",Douglas C-54D-DC (DC-4)42-72572,23/29(0)
11 Dec 1947,"Near Memphis, TennesseeMilitary - U.S. Air Force",Douglas C-47-DK44-76366,20/20(0)
18 Dec 1947,"Krasnoyarsk, RussiaAeroflot",Ilyushin IL-12CCCP-L1343,9/25(0)
23 Dec 1947,"Kunming, ChinaAir Transport",Short  S-29 Stirling VOO-XAC,25/30(0)
27 Dec 1947,"Korangi Creek, IndiaAir India",Douglas DC-3 (C-47)VT-AUG,23/23(0)
28 Dec 1947,"Leon, MexicoServicio Aéreo Panini",Douglas DC-2-172XA-GEE,5/10(3)
