Date,Location / Operator,Aircraft Type / Registration,Fatalities
08 Oct 1968,"Puerto Cortes, Costa RicaAerovias del Valle",Britten-Norman BN-2 IslanderTI-1063C,10/10(0)
11 Oct 1968,"Near Prague, CzechoslovakiaCeskoslovenske Aerolinie",Avia 14-40OK-MCY,11/40(0)
20 Oct 1968,"Feijó, BrazilCruzeiro",Douglas C-47A-25PP-SAD,19/19(0)
21 Oct 1968,"Near Ban Me Thuot, South VietnamMilitary - U.S. Air Force",Douglas C-47D450934,23/23(0)
25 Oct 1968,"Hanover, New HampshireNortheast Airlines",Fairchild-Hiller FH227CN380NE,32/42(0)
22 Nov 1968,"Off San Francisco, CaliforniaJapan Air Lines",McDonnell Douglas DC-8-62JA8032,0/107(0)
23 Nov 1968,"Santa Ana, CaliforniaCable Commuter",de Havilland Canada DHC-6 Twin Otter 200N7666,9/9(0)
25 Nov 1968,"Savannakhet, LaosAir America",Curtiss C-46D-20-CUN1386N,26/28(0)
02 Dec 1968,"Pedro Bay, AlaskaWien Consolidated Airlines",Fairchild F-27BN4905,39/39(0)
12 Dec 1968,"Near Caracas, VenezuelaPan American World Airways",Boeing B-707-321BN494PA,51/51(0)
24 Dec 1968,"Bradford, PennsylvaniaAllegheny Airlines",Convair CV-580N5802,20/47(0)
24 Dec 1968,"Prudhoe Bay, AlaskaInterior Airways",Lockheed L-100 HerculesN760AL,2/4(0)
26 Dec 1968,"Elmendorf Air Force Base, AlaskaPan American World Airways",Boeing 707-321CFN799PA,3/3(0)
26 Dec 1968,"Ensenada, MexicoExportada De Sal S.A.",Douglas DC-3?,12/12(0)
27 Dec 1968,"Chicago, IllinoisNorth Central Airlines",Convair CV-580N2045,27/45(1)
31 Dec 1968,"Near Ciudad Victoria, MexicoServicios Aéreos Especiales",Douglas DC-3XA-SAE,26/26(0)
31 Dec 1968,"Port Hedland, WA, AustraliaMacRobertson Miller Airlines",Vickers Viscount 720VH-RMQ,26/26(0)
