Date,Location / Operator,Aircraft Type / Registration,Fatalities
24 Apr 1948,Near Irkutsk RussiaAeroflot,Lisnov Li-2CCCP-L4460,28/29(0)
13 May 1948,"Mount Coron, FranceSkyways of London",de Havilland Dove 1G-AJOU,4/4(0)
13 May 1948,"Near Magazini, Belgian Congo (Zaire)Sabena",Douglas DC-4-1009OO-CBE,31/32(0)
15 May 1948,"Vrede, South AfricaMercury Aviation",Douglas DC-3-455ZS-BWY,13/13(0)
16 May 1948,"Columbus, OhioSlick Airways",Curtiss C-46ENC59489,2/2(0)
20 May 1948,"Near Bovingdon, EnglandAir Transport Charter",Douglas C-47AG-AJBG,3/4(0)
22 May 1948,"Khabarovsk, RussiaAeroflot",Douglas C-47 CCCP-L1073,8/9(0)
25 May 1948,"Albacete, SpainAlpha Airways",Handley Page Halifax C-8G-AKBA,4/4(1)
10 Jun 1948,Isle of ManHargreaves Airways,de Havilland DH-89A Dragon RapideG-AIUI,6/8(0)
17 Jun 1948,"Mount Carmel, PennsylvaniaUnited Air Lines",Douglas DC-6NC37506,43/43(0)
17 Jun 1948,"Over the Pearl River, ChinaCathy Pacific",PBY Catalina?,25/26(0)
26 Jun 1948,"Maiquetia, VenezuelaLinea Aeropostal Venezolana",Douglas DC-3YV-C-AHI,1/17(0)
01 Jul 1948,"Keerbergen, BelgiumAvio Linee Italiane",Fiat G.212CPI-ELSA,8/12(0)
04 Jul 1948,"Northolt, Middlesex, EnglandScandinavian Airlines (SAS)",Douglas DC-6 / RAF YorkSE-BDA/ MW248,39/39(0)
07 Jul 1948,"Djiring, French Indo-ChinaAigle Azur",Douglas DC-3F-BCYP,16/16(0)
14 Jul 1948,"Belem, BrazilAerovias Brasil",Douglas C-47APP-AVO,5/5(0)
16 Jul 1948,Pacific Ocean between Hong Kong and MacaoCathay Pacific Airways,Consolidated OA-10 CatalinaVR-HDT,25/26(0)
24 Jul 1948,"Cap-des-Rosiers, Quebec, CanadaRimouski Airlines",Douglas DC-3CF-FKY,29/29(0)
29 Jul 1948,"Tsingtao, ChinaCivil Air Transport",Curtiss C-46D-20-CUXT-822,19/19(0)
29 Jul 1948,"Buenos Aires, ArgentinaALFA",Short Sandringham 2 (flying boat)LV-AAP,18/24(0)
01 Aug 1948,"Karachi, PakistanOnzeair",Avro 691 Lancastrian (flying boat)AP-ACM,4/4(0)
01 Aug 1948,"1,200 miles off Dakar, Atlantic OceanAir France",Latecoere 631 (flying boat)F-BDRC,52/52(0)
09 Aug 1948,"Port Underwood, New ZealandNew Zealand National Airways",Douglas C-47BZK-AOE,2/2(0)
20 Aug 1948,"La Guaira, VenezuelaAvensa",Douglas C-47AYV-C-AVN,3/3(0)
29 Aug 1948,"Near Winona, MinnesotaNorthwest Orient Airlines",Martin 202NC93044,37/37(0)
31 Aug 1948,"Near Elizabethville, Belgium CongoSabena",Douglas DC-3 (Douglas C-47A-10-DK)OO-CBL,13/13(0)
02 Sep 1948,"Near Quirindi, AustraliaAustralian National Airways",Douglas DC-3VH-ANK,13/13(0)
30 Sep 1948," Balkhash, KazakhstanAeroflot",Lisunov LI-2CCCP-L4304,15/15(0)
02 Oct 1948,"Near Trondheim, NorwayNorwegian Airlines",Short Sandringham 6 (flying boat)LN-IWA,19/45(0)
12 Oct 1948,"Near Yevlakh, Azerbaijan, USSRAeroflot",Ilyushin Il12CCCP-L1450,10/10(0)
21 Oct 1948,"Prestwick Airport, ScotlandKLM Royal Dutch Airlines",Lockheed 049-46-25 ConstellationPH-TEN,40/40(0)
23 Oct 1948,"Mt. Ruapehu, New ZealandNew Zealand National Airways",Lockheed 10A ElectraZK-AGK,13/13(0)
25 Oct 1948,"Georgian SSR, USSRAerflot",Lisunov Li-2CCCP-L4500,18/18(0)
27 Oct 1948,"Near Edmonton, Alberta, CanadaNorthwest Orient Airlines",Douglas C-54ANC88785,2/5(0)
03 Nov 1948,"Near Glossop, EnglandMilitary - U.S. Air Force",Boeing B-29A Superfortress44-61999,13/13(0)
04 Nov 1948,"Cape Spencer, AlaskaPacific Alaska Air Freight",Douglas DC-3N66637,17/17(0)
08 Nov 1948,"Mt. Macedon, AustraliaAustralian National Airways",Douglas DC-3VH-UZK,3/23(0)
11 Nov 1948,"Liverpool, EnglandMannin Airways",de Havilland DH-89A Dragon RapideG-AKOF,7/8(0)
22 Nov 1948,"Near Ryzhovo, RussiaAeroflot",Lisunov Li-2CCCP L-4463,23/26(?)
26 Nov 1948,"Vehari, PakistanPakistan Airways",Douglas DC-3AP-ACE,21/21(0)
05 Dec 1948,"Kiangwan, ChinaCentral Air Transport",Curtiss C-46XT-538,9/40(0)
06 Dec 1948,"Milan, ItalyAvio Linee ItalianeAvio Linee Italiane",Douglas C-47I-ETNA,7/7(0)
12 Dec 1948,"Taipei, TaiwanChina National Aviation Corporation",Douglas DC-3?,2/10(0)
15 Dec 1948,"Near Bogata, ColombiaLANSA",Douglas C-47C-310,30/30(0)
21 Dec 1948,"Basalt Island, Hong KongChina National Aviation Corporation",Douglas C-54B-5-DOXT-104,33/33(0)
21 Dec 1948,"Near Pilos, GreeceCeskoslovenske Aerolinie",Douglas DC-3OK-WDE,24/24(0)
23 Dec 1948,"Near Madrid, SpainIberia Airlines",Douglas DC-3 (C-47-DL)EC-ABK,27/27(0)
28 Dec 1948,"Off San Juan, Puerto RicoAirborne Transport",Douglas DC-3DSTN16002,32/32(0)
31 Dec 1948,"Mt. Argentari, ItalyPan African Air Charter",Douglas DC-3ZS-BYX,13/13(0)
