Date,Location / Operator,Aircraft Type / Registration,Fatalities
11 Jul 1991,"Jeddah, Saudi ArabiaNationair (chartered by Nigeria Airways)",McDonnell Douglas DC-8 Super 61C-GMXQ,261/261(0)
25 Jul 1991,"Espiritu Santos, VanuatuVanair",Britten-Norman BN-2A-6 IslanderYJ-RV4,9/9(0)
06 Aug 1991,"Rarotonga, Cook IslandsAvalki Air",Britten-Norman BN-2A-6 IslanderDQ-FCN,6/10(0)
14 Aug 1991,"Near Uricani, RomaniaTarom",Ilyushin IL-18VYR-IMH,9/9(0)
16 Aug 1991,"Imphal, IndiaIndian Airlines",Boeing B-737-2A8VT-EFL,69/69(0)
20 Aug 1991,"Ketchikan, AlaskaTemsco Airlines",Britten-Norman BN-2A-6 IslanderN68HA,4/4(0)
28 Aug 1991,"Walton, OregonAir Taxi - Bohemia Inc.",Aerospatiale 350B1N64SF,3/3(0)
03 Sep 1991,"Sampit, IndonesiaDirgantara Air Services",Britten-Norman BN-2A-21PK-VIP,3/10(0)
04 Sep 1991,"Long Seridan, MalaysiaAirtech Rajawaldi Udara",Shorts SC-7 Skyvan 3-1009M-AZB,14/20(0)
11 Sep 1991,"Near Eagle Lake, TexasContinental Express",Embraer 120RT BrasiliaN33701,14/14(0)
16 Sep 1991,"Petropavlosk, USSRAeroflot",Antonov AN-72CCCP-74002,13/13(0)
17 Sep 1991,"Djibouti City, Djibouti	Djibouti City, DjiboutiDjibouti City, DjiboutiEthiopian Airlines",Lockheed L-100-30 HerculesET-AJL,4/4(0)
18 Sep 1991,"Belvedere Center, VermontCanair Cargo",Convair CV-580C-FICA,2/2(0)
23 Sep 1991,"Khatanga, RussiaAeroflot",Antonov 12BPCCCP-13320,1/16(0)
26 Sep 1991,"Off St. Petersburg, USSRAeroflot",Antonov AN-26CCCP-46724,10/10(0)
27 Sep 1991,"Guadalcanal Island, Solomon IslandsSolomon Islands Airlines",de Havilland Canada DHC-6 Twin Otter 300H4-SIA,15/15(0)
29 Sep 1991,"Near Villavicencio,  ColombiaCORAL Colombia",Curtiss C-46AHK-3238,1/10(0)
05 Oct 1991,"Near Jakarta, IndonesiaMilitary - Indonesian Air Force",Lockheed C-130H-30A-1324,134/134(2)
13 Oct 1991,"Aponguao Falls, VenezuelaEDELCA",Bell 214 STYV-O-CVG-4,12/12(0)
25 Oct 1991,"Tumbang Miri, IndonesiaBali International Air Service",Britten-Norman BN2A-III-2 TrislanderPK-KTC,17/17(0)
25 Oct 1991,"Vallejo, CaliforniaCorporate Mobility Inc. - Private",Bell 206B helicopterN3456M,3/3(0)
30 Oct 1991,"Near Point Alert, Ellesmere Island, NWT,CanadaMilitary - Royal Canadian Air Force",Lockheed CC-130E130322,5/18(0)
01 Nov 1991,"Near Karakent, USSRMilitary - Azerbaijan Air Force",Mil Mi-8 (helicopter)?,40/40(0)
07 Nov 1991,"Makhackala, RussiaAeroflot",Yakovlev YAK-40CCCP-87526,51/51(0)
11 Nov 1991,"Recife, BrazilNordeste Linhas Aereas",Embraer 110P1 BandeirantePT-SCU,15/15(2)
16 Nov 1991,"Anderma, RussiaAeroflot",Antonov AN-12V?,20/20(0)
20 Nov 1991,"Nagoro-Karabak, USSRMilitary - Soviet Air Force",Mil Mi-8 (helicopter)?,23/23(0)
20 Nov 1991,"Davis, CaliforniaAir Taxi - Airis Helicopters Inc.",Bell 206BN5011K,3/3(0)
25 Nov 1991,"Sena, MozambiqueSTASA",Douglas C-47B-DKC9-STD,1/3(0)
26 Nov 1991,"Near Bugulma, RussiaTartarstan Airlines",Antonov AN-24CCCP-47823,41/41(0)
29 Nov 1991,"Guaratingueta AB, BrazilMilitary - Força Aérea Brasileira",Embraer C-95C BandeiranteFAB2333,16/16(0)
22 Dec 1991,"Heidelberg, GermanyClassic Wings",Douglas DC-3AD-CCCC,27/30(0)
27 Dec 1991,"Stockholm, SwedenScandinavian Airlines (SAS)",Mc Donnell Douglas MD-81OY-KHO,0/129(0)
29 Dec 1991,"Wanli, TaiwanChina Airlines (Taiwan)",Boeing B-747-2R7FB-198,5/5(0)
