Date,Location / Operator,Aircraft Type / Registration,Fatalities
25 Jul 1967,"Near Luang Prabang, LaosTaiwan Aviation",Douglas DC-3B-112,18/18(0)
05 Sep 1967,"Near Gander, Newfoundland, CanadaCeskoslovenske Aerolinie",Ilyushin IL-18OK-WAI,37/69(0)
08 Oct 1967,"Near Huong Thuy, South VietnamMilitary - U.S. Air Force",Lockheed C130B61-2649,23/23(0)
12 Oct 1967,"Off Rhodes, GreeceBritish European Airways",de Havilland Comet 4BG-ARCO,66/66(0)
24 Oct 1967,South VietnamChina Airlines (Taiwan),Douglas DC-3B-1541,16/16(0)
03 Nov 1967,"Near Curitiba, BrazilSadia",Handley Page HPR-7 Herald 214PP-SDJ,21/25(0)
04 Nov 1967,"Fernhurst, Sussex, EnglandIberia Airlines",Sud Aviation Caravelle 10REC-BDD,37/37(0)
05 Nov 1967,"Hong Kong, ChinaCathay Pacific Airways",Convair CV-880-22M-3VR-HFX,1/127(0)
06 Nov 1967,"Cincinnati, OhioTrans World Airlines",Boeing B-707-131N742TW,1/36(0)
16 Nov 1967,"Near Sverdlovsk, RussiaAeroflot",Ilyushin IL-18BCCCP-75538,107/107(0)
20 Nov 1967,"Cincinnati International Airport, Covington/Hebron, KentuckyTrans World Airlines",Convair CV-880-22-1N821TW,70/82(0)
30 Nov 1967,"Near Qui Nhon, South VietnamMilitary - U.S. Air Force",de Havilland Canada C-7A Caribou62-4175,26/26(0)
07 Dec 1967,"Muong Soui, LaosLao Cathay Airlines",Douglas DC-3XW-PFM,10/12(0)
08 Dec 1967,"Carpich Huanuco Mt., PeruFaucett",Douglas DC-C-54AOB-R-148,72/72(0)
10 Dec 1967,"Near Madison, WisconsinPrivate",Beechcraft 18HN390R,7/8(0)
21 Dec 1967,"Denver, ColoradoFrontier Airlines",Douglas C-47AN65276,2/2(0)
25 Dec 1967,"Chiang Mai, ThailandThai Airways",Douglas DC-3HS-TDH,4/31(0)
30 Dec 1967,"Liepaja, LatviaAeroflot",Antonov AN-24BCCCP-46215,44/51(0)
