Date,Location / Operator,Aircraft Type / Registration,Fatalities
06 Aug 1949,"Salasaca, EcuadorShell Co of Ecuador",Bristol 170 Freighter 21HC-SBU,34/34(0)
09 Aug 1949,"Salalah, OmanMilitary - Royal Air Force",Douglas C-47BKN336,12/12(0)
13 Aug 1949,"Near Bogota, ColombiaSAETA",Douglas C-47HK-1200,32/32(0)
15 Aug 1949,"Off Lurga Point, IrelandTransocean Air Lines",Douglas DC-3 (C-54A-DO)N79989,8/58(0)
19 Aug 1949,"Near Oldham, EnglandBritish European Airways",Douglas DC-3G-AHCY,24/32(0)
21 Aug 1949,"Near Bigstone Lake, ManitobaMilitary - Royal Canadian Air Force",Consolidated Canso (amphibian)11057,21/21(0)
27 Aug 1949,"Leopoldville, ZaireSabena",Douglas C-47B-5-DKOO-CBK,5/20(0)
09 Sep 1949,"Sault-aux-Cochons, PQ, CanadaCanadian Pacific Air Lines",Douglas DC-3CF-CUA,23/23(0)
26 Sep 1949,"Mt. Popocatepetl, MexicoMexicana",Douglas DC-3XA-DUH,24/24(0)
27 Sep 1949,"Near Castilla, ArgentinaFlota Aérea Mercante Argentina",Douglas C-54A-1-DOLV-ABI,5/27(0)
09 Oct 1949,"Cheyenne, WyomingSlick Airways",Curtiss C-46E-1-CSN59485,4/4(0)
28 Oct 1949,"San Miguel Island, AzoresAir France",Lockheed 749-79-33 ConstellationF-BAZN,48/48(0)
01 Nov 1949,"Arlington, VirginiaEastern Air Lines / Military - Bolivian Air Force",Douglas C-54B / P-38N88727/NX26927,55/55(0)
04 Nov 1949,"Akron, OhioHarrington's Inc",Douglas DC-3NC29086,3/3(0)
16 Nov 1949,"Calcutta, IndiaRoyal Indian Air Force",Tempest?,1/2(14)
20 Nov 1949,"Near Oslo, NorwayAero Holland",Douglas C-47APH-TFA,34/35(0)
26 Nov 1949,"Near Bucaramanga, ColombiaLANSA",Douglas DC-3HK-305,12/12(0)
29 Nov 1949,"Dallas, TexasAmerican Airlines",Douglas DC-6N90728,28/46(0)
29 Nov 1949,"Chaleyssin, FranceAir France",Douglas DC-4F-BELO,5/38(0)
01 Dec 1949,"Taquaracucu, BrazilREAL",Douglas DC-3 (C-47-DL)PP-YPM,20/22(0)
07 Dec 1949,"Vallejo, CaliforniaArrow Airlines",Douglas DC-3NC60256,9/9(0)
09 Dec 1949,"Near Lanchow, ChinaCivil Air Transport",Curtiss C-46D-CUXT-820,38/38(0)
10 Dec 1949,"Near Hoikow, ChinaCivil Air Transport",Curtiss C-46D-CUXT-814,17/40(0)
12 Dec 1949,"Washington, D.C.Capital Airlines",Douglas DC-3-313ANC-25691,6/23(0)
12 Dec 1949,"Jungshahi, PakistanPakair",Douglas DC-3AP-ADI,26/26(0)
16 Dec 1949,"Orizaba, MexicoMexicana",Douglas DC-3XA-DUK,17/17(0)
18 Dec 1949,"Aulnay-sous-Bois, FranceSabena",Douglas C-47A-60-DLOO-AUQ,8/8(0)
30 Dec 1949,"Comilla, PakistanBharat Airways",Douglas C-54A-DOVT-CYK,7/7(0)
