Date,Location / Operator,Aircraft Type / Registration,Fatalities
17 Aug 1960,"Near El Kelaa, MoroccoMilitary - French Naval Aviation",Avro Lancaster 1WU-26,20/20(0)
24 Aug 1960,"Off Heraklion, GreeceDon Everall Aviation",Vickers 634 Viking 1BG-AMNK,3/3(0)
29 Aug 1960,"Off Dakar, SenegalAir France",Lockheed 1049G Super ConstellationF-BHBC,63/63(0)
02 Sep 1960,"Near Zikhnovo, RussiaAeroflot",Ilyushin IL-14PCCCP-04200,18/18(0)
07 Sep 1960,"Near Salto, UruguayAerolineas Argentinas",Douglas DC-6LV-ADS,31/31(0)
19 Sep 1960,"Agana, Guam, Mariana IslandsWorld Airways",Douglas DC-6ABN90779,80/94(0)
22 Sep 1960,"Off Naha, OkinawaMilitary - U.S. Navy",Douglas R5D-356541,29/29(0)
22 Sep 1960,"Campbell Lake, Quebec CanadaWheeler Airlines",Noorduyn NorsemanCF-FOJ,3/4(0)
26 Sep 1960,"Moscow, RussiaAustrian Airlines",Vickers Viscount 837OE-LAF,31/37(0)
28 Sep 1960,"Near Juchetipec, MexicoMexicana",Douglas DC-3 (C-53-DO)XA-HUS,8/18(0)
29 Sep 1960,"Off Elba, ItalyUnited Arab Airlines",Vickers Viscount 739BSU-AKW,21/21(0)
04 Oct 1960,"Boston, MassachusettsEastern Air Lines",Lockheed 188A ElectraN5533,62/72(0)
14 Oct 1960,"Elba, ItalyItavia",de Havilland DH-114 Heron 2I-AOMA,11/11(0)
15 Oct 1960,"Plain City, UtahCapitol Airways",Curtiss C-46FN1300N,2/2(0)
21 Oct 1960,"Ust-Orda, RussiaAeroflot",Tupolev Tu-104ACCCP-42452,3/3(0)
28 Oct 1960,"Near Missoula, MontanaNorthwest Orient Airlines",Douglas C-54A-DCN48762,12/12(0)
29 Oct 1960,"Toledo, OhioArctic Pacific",Curtiss C-46F-1-CUN1244N,22/48(0)
29 Oct 1960,"Key West, FloridaCubana de Aviacion",Douglas DC-3?,1/37(0)
05 Nov 1960,"Bhairawa, NepalRoyal Nepal Airlines",Douglas C-47A9N-AAD,4/4(0)
07 Nov 1960,"Near Quito, EcuadorAREA",Fairchild F-27AHC-ADV,37/37(0)
23 Nov 1960,"Manila, PhilippinesPhilippine Air Lines",Douglas DC-3PI-C133,33/33(0)
04 Dec 1960," Chernovo, RussiaAeroflot",Ilyushin 14M	 CCCP-52091,14/14(0)
07 Dec 1960,"Cachimbo, BrazilREAL",Curtiss C-46A-60-CKPP-AKF,15/15(0)
11 Dec 1960,"San Andres de Giles, ArgentinaMilitary - Argentine Air Force",Avro 691 Lancastrian IVT-102,31/31(0)
16 Dec 1960,"Staten Island / Brooklyn, New YorkUnited Air Lines / Trans World Airlines",MD DC-8-11 / Lockheed  1049 S ConstN8013U/N6907C,128/128(6)
17 Dec 1960,"Munich, West GermanyMilitary - U.S. Air Force",Convair C-131D (CV-340-79)55-291,20/20(31)
22 Dec 1960,"Cebu City, PhilippinesPhilippine Air Lines",Douglas DC-3PI-C126,28/37(0)
26 Dec 1960,"Near Ulyanovsk, RussiaAeroflot",Ilyushin IL-18ACCCP-75651,17/17(0)
