Date,Location / Operator,Aircraft Type / Registration,Fatalities
11 Jul 1961,"Denver, ColoradoUnited Air Lines",McDonnell Douglas DC-8-12N8040U,17/122(1)
12 Jul 1961,"Casablanca, MoroccoCeskoslovenske Aerolinie",Ilyushin IL-18BOK-PAF,72/72(0)
19 Jul 1961,"Near Azul, ArgentinaAerolineas Argentinas",Douglas DC-6LV-ADW,67/67(0)
21 Jul 1961,"Shemya, AlaskaAlaska Airlines",Douglas DC-6AN6118C,6/6(0)
06 Aug 1961,"Budapest, HungaryMalev Hungarian Airlines",Douglas DC-3HA-TSA,27/27(3)
09 Aug 1961,"Sola, NorwayCunard Eagle Airways",Vickers Viking 3BG-AHPM,39/39(0)
23 Aug 1961,"Ankara, TurkeyTurkish Airlines THY",Curtiss C-46FTC-TAY,28/29(0)
29 Aug 1961,"Sondreströmfjord, GreenlandEastern Provincial Airways",de Havilland Canada DHC-3 OtterCF-MEX,1/6(0)
01 Sep 1961,"Near Hinsdale, IllinoisTrans World Airlines",Lockheed 049 ConstellationN86511,78/78(0)
05 Sep 1961,"Near Sendafar, EthiopiaEthiopian Airlines",Douglas DC-3ET-T-16,5/19(0)
06 Sep 1961,"Concordia, SC, BrazilREAL Transportes Aereos",Douglas C-47A (DC-3)PP-AVL,4/4(?)
06 Sep 1961,"Cerro del Aernal, Costa RicaLineas Aéreas Costarricenses",Douglas DC-3TI-1006C,2/2(0)
10 Sep 1961,"Shannon, IrelandPresident Airlines",Douglas DC-6BN90773,83/83(0)
12 Sep 1961,"Near Rabat, MoroccoAir France",Sud-Aviation Caravelle IIIF-BJTB,77/77(0)
17 Sep 1961,"Chicago, IllinoisNorthwest Orient Airlines",Lockheed 188C  ElectraN137US,37/37(0)
17 Sep 1961,"Ndola, ZambiaTransair Sweden",Douglas DC-6BSE-BDY,16/16(0)
23 Sep 1961,"Ankara, TurkeyTurkish Airlines (THY)",Fokker F-27 Friendship 100TC-TAY,28/29(0)
07 Oct 1961,"Mt. Canigou, FranceDerby Aviation",Douglas DC-3G-AMSW,34/34(0)
10 Oct 1961,"El Adem, LibyaMilitary - Royal Air Force",Handley Page Hastings C-2WD498,17/37(0)
01 Nov 1961,"Near Recife, BrazilPanair do Brasil",Douglas DC-7CPP-PDO,45/88(0)
01 Nov 1961,"Les Prevosts, GuernseySilver City Airways",Bristol 170 Freighter 31MG-ANWL,2/10(0)
08 Nov 1961,"Near Richmond, VirginiaImperial Airways",Lockheed C-69 ConstellationN2737A,76/79(0)
11 Nov 1961,Off Puerto RicoAir Haiti International,Lockheed L-749A ConstellationHH-ABA,3/3(0)
21 Nov 1961,"Mt Ruapehu, North Island, New ZealandBay of Plenty Airways",Aero Commander 680FZK-BWA,6/6(0)
22 Nov 1961," Harare, ZimbabweRhodesian Air Services",?VP-YRX,3/3(0)
23 Nov 1961,"Campinas, BrazilAerolineas Argentinas",de Havilland Comet 4LV-AHR,52/52(0)
23 Nov 1961,Sao ToméMilitary - Força Aérea Portuguesa,Douglas C-54 Skymaster?,21/35(0)
30 Nov 1961,"Sydney, NSW, AustraliaAnsett ANA",Vickers Viscount 720VH-TVC,15/15(0)
04 Dec 1961,"Mainz, GermanyLufthansa",Boeing 720-030BD-ABOK,3/3(0)
12 Dec 1961,"Chievres, BelgiumMilitary - Belgian Air Force",Fairchild C-119G / Fairchild C-119CP-23 / CP-25,13/13(8)
15 Dec 1961,"Managua, NicaraguaLanica",Curtiss C-46AN-AOE,2/2(0)
17 Dec 1961,"Near Chebotovka, RussiaAeroflot",Ilyushin IL-18BCCCP-75654,59/59(0)
21 Dec 1961,"Ankara, TurkeyBritish European Airways",de Havilland Comet 4BG-ARJM,27/34(0)
24 Dec 1961,"Old Harbor, Kodiak Island, AlaskaKodiak Airways",Grumman G-21A GooseN1503V,1/5(0)
29 Dec 1961,"Surabaya, IndonesiaGaruda Indonesia Airlines",Douglas DC-3PK-GDZ,14/14(0)
31 Dec 1961,"Near Mineral Waters, RussiaAeroflot",Ilyushin IL-18BCCCP-75757,32/119(0)
