Date,Location / Operator,Aircraft Type / Registration,Fatalities
26 Jul 1969,"Biskra, AlgeriaAir Algerie",Sud Aviation SE-210 Caravelle 6N7T-VAK,33/37(0)
26 Jul 1969,"Atlantic City, New JerseyTrans World Airlines",Boeing 707-331CN787TW,5/5(0)
03 Aug 1969,"	Preobrazhenka, UkraineAeroflot",Antonov An-24B	 CCCP-46248,55/55(0)
03 Aug 1969,"Uli , NigeriaCanairelief Air",Lockheed L-1049H Super ConstellationCF-NAJ,4/4(0)
19 Aug 1969,"Near Long Tieng, LaosAir America",Pilatus Pc-6CN196X,13/13(0)
25 Aug 1969,"Sucre, EcuadorTAO",Douglas C-47BHC-ALK,1/1(0)
26 Aug 1969,"Moscow, RussiaAeroflot",Ilyushin IL-18	 CCCP-75708,16/102(0)
26 Aug 1969," Khovu-Aksy, RussiaAeroflot",Antonov AN-2CCCP-41971,14/14(0)
31 Aug 1969,"Newton, IowaPrivate Charter",Cessna 172HN3149X,3/3(0)
01 Sep 1969,"Cross Bay, RussiaAeroflot",Ilyushin IL-14PCCCP-61731,22/27(0)
02 Sep 1969,"Near Pakse, LaosMilitary - Royal Lao Air Force",Douglas C-47248,35/35(0)
06 Sep 1969,"Quito, EcuadorTAME Ecuador",Douglas DC-3?,1/16(?)
08 Sep 1969,"Near Medina, ColombiaSATENA",Douglas DC-3FAC-685,32/32(0)
09 Sep 1969,"Near Fairland, IndianaAllegheny Airlines / Forth Corporation",MD Douglas DC-9-31/Piper Cherokee PA-28N988VJ/N7374J,83/83(0)
12 Sep 1969,"Near Antipolo, PhilippinesPhilippine Air Lines",BAC One-Eleven 402APPI-C1131,45/47(0)
14 Sep 1969,"Londrina-Parana, BrazilVASP",Douglas DC-3PP-SPP,20/21(0)
17 Sep 1969,"Campbell River, CanadaPacific Western Airlines",Convair CV-640CF-PWR,4/15(0)
20 Sep 1969,"Near Hoi An, VietnamAir Vietnam (South Vietnam)",Douglas DC-4 / USAF F-4EXV-NUG,74/76(2)
21 Sep 1969,"Mexico City, MexicoMexicana",Boeing B-727-64XA-SEJ,27/118(0)
26 Sep 1969,"Near La Paz, BoliviaLloyd Aereo Boliviano",Douglas DC-6BCP-698,74/74(0)
26 Sep 1969,"Uli, NigeriaNordchurchaid",Boeing C-97N52676,5/5(0)
02 Oct 1969,Gulf of TonkinMilitary - U.S. Navy,Grumman C-2A152796,26/26(0)
13 Oct 1969,"Nizhnevartovsk, RussiaAeroflot",Antonov An-24BCCCP-47772,24/56(0)
09 Nov 1969,"Timmins, Ontario ,CanadaAustin Airways",Douglas C-47BCF-AAL,2/4(0)
13 Nov 1969,"Near Anderma, RussiaAeroflot",Antonov An-12TBCCCP-11376,12/12(0)
19 Nov 1969,"Mt. Pilot Knob, Glens Falls, New YorkMohawk Airlines",Fairchild-Hiller FH-227BN7811M,14/14(0)
20 Nov 1969,"Near Ikeja, NigeriaNigeria Airways",BAC VC-10-11015N-ABD,87/87(0)
03 Dec 1969,"Off Caracas, VenezuelaAir France",Boeing B-707-328BF-BHSZ,62/62(0)
05 Dec 1969,"Nnear Albuquerque, New MexicoPrivate",Lockheed 18-08 Lodestar	N410M,9/9(0)
06 Dec 1969,"Near Khantanga, RussiaAeroflot",Antonov An-12PLCCCP-11381,8/8(0)
08 Dec 1969,"Near Keratea, GreeceOlympic Airways",Douglas DC-6BSX-DAE,90/90(0)
10 Dec 1969,"Off Makhachkala , RussiaAeroflot",Ilyushin 14PCCCP-52010,17/17(0)
22 Dec 1969,"Nha Trang, VietnamAir Vietnam (South Vietnam)",Douglas DC-6BB-2005,10/77(24)
23 Dec 1969,"Near Luang Prabang, LaosLaos Air",Douglas C-47A-25-DKXW-TDJ,6/6(0)
