Date,Location / Operator,Aircraft Type / Registration,Fatalities
16 Sep 2000,"Kumarapura, Sri LankaMilitary - Sri Lanka Air Force",Mil Mi-17?,14/14(0)
06 Oct 2000,"Reynosa, MexicoAeromexico",McDonnell Douglas DC-9-31N936ML,0/88(4)
08 Oct 2000,"Port Radium, Northwest Territories, CanadaSummit Air Charters",Shorts SC.7 Skyvan 3-100C-FSDZ,3/3(0)
10 Oct 2000,"Wichita, KansasBombardier Aerospace",Canadair CL-600-2B16 Challenger 604C-FTBZ,2/3(0)
16 Oct 2000,"Hillsboro, MissouriPrivate",Cessna 335N8354N,3/3(0)
19 Oct 2000,"Near Sam Neua, LaosLao Aviation",Harbin Yunshuji Y-12-IIRDPL-34130,8/17(0)
25 Oct 2000,"Near Batumi, Republic of GeorgiaMilitary - Russian Air Force",Ilyushin IL-18DRA-74295,86/86(0)
31 Oct 2000,"Near Monaquimbundo, AngolaAca-Ancargo",Antonov AN-26D2-FDI,44/44(0)
31 Oct 2000,"Taipei, TaiwanSingapore Airlines",Boeing B-747-4129V-SPK,83/179(0)
07 Nov 2000,"Luabo, Democratic Republic CongoMalu Aviation",Antonov 32BER-AFA,2/11(0)
09 Nov 2000,"Fort Wayne, IndianaSuperior Aviation",Swearingen SA.226TC Metro IIN731AC,1/1(0)
15 Nov 2000,"Near Luanda, AngolaAsa Pesada",Antonov AN-26D2-FCG,57/57(0)
20 Nov 2000,"Miami, FloridaAmerican Airlines",Airbus A300-600RN14056,1/114(0)
11 Dec 2000,"Near Sumacal, Beni, BOServicio Aereo Manchupo",Cessna 206CP-1721,6/6(0)
