Date,Location / Operator,Aircraft Type / Registration,Fatalities
24 Oct 1954,"Near Nice, ItalyMilitary - U.S. Air Force",Douglas C-47A-DL43-16044,21/21(0)
28 Oct 1954," Krasnoyarsk Territory, RussiaAeroflot",Ilyushin IL -12 CCCP-L1789,16/16(0)
30 Oct 1954,"Off Ocean City, MarylandMilitary - U.S. Navy",Lockheed R7V-1128441,42/42(0)
31 Oct 1954,"Mangalore, AustraliaTAA",Vickers 720 ViscountVH-TVA,3/8(0)
16 Nov 1954,"Jirishanga,Cerro de Pasco, PeruTAM (Brazil)",Douglas DC-3FAP-403,24/24(0)
30 Nov 1954,"Berlin, New HampshireNortheast Airlines",Douglas DC-3N17891,2/7(0)
04 Dec 1954,"Near Luang Pragang, LaosAir Laos",Douglas DC-3F-BEIA,29/29(0)
12 Dec 1954,"Bratislava, SlovakiaCeskoslovenské Aerolinie",Douglas C-47AOK-WDK,4/4(0)
18 Dec 1954,"New York, New YorkLinee Aeree Italiane",Douglas DC-6BI-LINE,26/32(0)
18 Dec 1954,"Near Bolivar, VenezuelaLinea Aeropostal Venezolana",Douglas C-47AYV-C-AMP,2/2(0)
22 Dec 1954,"Pittsburgh, PennsylvaniaJohnson Flying Service",Douglas DC-3N24320,10/28(0)
25 Dec 1954,"Prestwick, Ayrshire, ScotlandBritish Overseas Airways",Boeing B377-10-28 StratocruiserG-ALSA,28/36(0)
31 Dec 1954,"Irkutsk, RussiaAeroflot",Ilyushin II-14?,17/17(0)
