Date,Location / Operator,Aircraft Type / Registration,Fatalities
12 Jul 1979,"Bua, FijiFiji Air Services",Britten Norman BN-2A TrislanderDQ-FBO,9/9(0)
12 Jul 1979,"Anchorage, AlaskaSoldotna Air Services",Cessna 402BN402TH,7/7(0)
23 Jul 1979,"Beirut, LebanonTrans Mediterranean Airways",Boeing 707-327COD-AFX,6/6(0)
24 Jul 1979,"St. Croix, Virgin IslandsPrinair",de Havilland DH-114 HeronN575PR,8/21(0)
31 Jul 1979,"Off Sumburgh, Shetlands, ScotlandDan Air Services",Hawker Siddeley HS-748-1G-BEKF,17/47(0)
02 Aug 1979,"Canton, OhioPrivate",Cessna  501 CitationN15NY,1/3(0)
03 Aug 1979,"Leningrad, USSRAeroflot",LET 410M turbojetCCCP-67206,14/14(0)
04 Aug 1979,"Near Panvel, IndiaIndian Airlines",Hindustan Aeronautics 748 2-224VT-DXJ,45/45(0)
11 Aug 1979,"Near Volgograd, RussiaAeroflot / Aeroflot",Tupolev TU-134A / Tupolev Tu-134A65735/65816,178/178(0)
24 Aug 1979,"Near Enisseysk, USSRAeroflot",Antonov AN-12CCCP-12963,11/16(0)
29 Aug 1979,"Near Kirsanov, RussiaAeroflot",Tupolev TU-124CCCP-45038,63/63(0)
03 Sep 1979,"Andema, RussiaAeroflot",Antonov AN-24CCCP-46269,40/44(0)
11 Sep 1979,"Off Taipei, TaiwanChina Airlines (Taiwan)",Boeing 707-324CB-1834,6/6(0)
14 Sep 1979,"Near Klamath Falls, OregonButler Aviation Inc.",Douglas DC-7N455SW,12/12(0)
14 Sep 1979,"Near Sarroch,  ItalyAero Transporti Italiani",McDonnell Douglas DC-9-32I-ATJC,31/31(0)
18 Sep 1979,"Blink Horn Point, CanadaPacific Coastal Airlines",Britten Norman BN-7A lslanderC-FZVV,4/9(0)
19 Sep 1979,"Merced, CaliforniaMilitary - U.S. Air Force",Boeing KC-135A58-0127,5/5(0)
30 Sep 1979,"Porpoise Bay, British Columbia CanadaWest Coast Air",de Havilland Canada DHC-6 Twin Otter 200C-FWAF,2/16(0)
07 Oct 1979,"Athens, GreeceSwissair",McDonnell Douglas DC-8-62HB-IDE,14/156(0)
08 Oct 1979,"Covington, KentuckyComair",Piper PA-31N6642L,8/8(0)
27 Oct 1979,"Lensk, RussiaAeroflot",Antonov An-2TPCCCP-32322,3/12(0)
31 Oct 1979,"Mexico City, MexicoWestern Airlines",McDonnell Douglas DC-10-10N903WA,72/88(1)
15 Nov 1979,"Near Chicago, IllinoisAmerican Airlines",Boeing B-727?,0/78(0)
16 Nov 1979,"Vologda, RussiaAeroflot",Yakovlev YAK-40CCCP-87454,3/5(0)
18 Nov 1979,"Granger, UtahTransamerica Airlines",Lockheed L-188CF ElectraN859U,3/3(0)
26 Nov 1979,"Near At Ta'if, Jeddah, Saudi ArabiaPakistan International Airlines",Boeing B-707-340CAP-AWZ,156/156(0)
28 Nov 1979,"Near Mt. Erebus, Ross Ice Shelf, AntarcticaAir New Zealand",McDonnell Douglas DC-10-30ZK-NZP,257/257(0)
30 Nov 1979,"San Andres Island, ColombiaAerolineas La Gaviola",Grumman G-21 GooseHK-2059,9/9(0)
09 Dec 1979,"Cherskiy, RussiaAeroflot",Antonov AN-26CCCP-26547,7/7(0)
12 Dec 1979,"Apolo, BoliviaCAMBA",Martin 404CP-1440,10/11(0)
18 Dec 1979,"Cerro Toledo Mountain, ColombiaSATENA",Douglas DC-4 (C-54)FAC-1106,21/21(0)
22 Dec 1979,"Near Puerto Esperanza, PeruFuerza Aérea del Peru",de Havilland Canada DHC-5 BuffaloFAP-348,29/29(0)
23 Dec 1979,"Ankara, TurkeyTurkish Airlines (THY)",Fokker F-28 Fellowship 1000TC-JAT,41/45(0)
23 Dec 1979,"Menari, Papua New GuineaDouglas Airways",GAF Nomad 22BP2-DNL,16/16(0)
