Date,Location / Operator,Aircraft Type / Registration,Fatalities
02 Sep 1964,"Island of Sakhalin, RussiaAeroflot",Ilyushin IL-18BCCCP-75531,87/87(0)
04 Sep 1964,"Near Vaong Nong, ThailandMilitary - Royal Thai Air Force",Douglas C-47?,28/34(0)
04 Sep 1964,"Pico da Caledonia, BrazilVASP",Vickers Viscount 710CPP-SRR,39/39(0)
15 Sep 1964,"Near Condoto, ColombiaAVIANCA",Douglas C-47AHK-319,2/2(0)
02 Oct 1964,"Addis Ababa, EthiopiaInterocean",Lockheed L-749A-79 ConstellationLX-IOK,1/7(0)
02 Oct 1964,"Near Trevelez, Granada, SpainUnion des Transportes Aeriens",Douglas DC-6BF-BHMS,80/80(0)
09 Oct 1964,"Near Sibiu, RomaniaTarom",Ilyushin IL-14YR-ILB,32/32(0)
19 Oct 1964,"Near Belgrade, YugoslaviaMilitary - Soviet Air Force",Ilyushin IL-18CCCP-75668,33/33(0)
03 Nov 1964,"Branson, ColoradoMustang Aviati",Beechcraft C45GN2849G,5/5(0)
15 Nov 1964,"Las Vegas, NevadaBonanza Airlines",Fairchild F-27AN745L,29/29(0)
17 Nov 1964,"Off Argentia, Newfoundland, CanadaMilitary - U.S. Navy",Lockheed P-3A151362,10/10(0)
20 Nov 1964,"Angelholm, SwedenLinjeflyg",Convair CV-440SE-CCK,31/43(0)
23 Nov 1964,"Rome, ItalyTrans World Airlines",Boeing B-707-331N769TW,50/73(0)
29 Nov 1964,"Leopoldville, Democratic Republic of the CongoAir Congo (BIAS)?",Douglas DC-4OO-DEP,6/14(0)
08 Dec 1964,"Tripuani, BoliviaAerolineas Abaroa",Douglas DC-3CP-639,17/17(0)
11 Dec 1964,"Near Da Nang, South VietnamMilitary - Vietnamese Air Force",Fairchild C-123?,38/38(0)
21 Dec 1964,"Near Kaliba, PhilippinesFleming Airways System Transport",Douglas DC-3PI-C569,1/39(0)
24 Dec 1964,"Near San Francisco, CaliforniaFlying Tiger Line",Lockheed L-1049H Super ConstellationN6915C,3/3(0)
24 Dec 1964,"Yurimaguas, PeruSATCO",Douglas DC-3OB-XAU,1/23(0)
29 Dec 1964,"Near Turrialba, Costa RicaLineas Aéreas Sud Americana",Curtiss C-46CC-CAN,5/5(0)
30 Dec 1964,"Detroit, MichiganZantop Air Transport",Curtis C-46AN608Z,4/4(0)
