Date,Location / Operator,Aircraft Type / Registration,Fatalities
03 Aug 1970,"Near Las Vegas, NevadaMilitary - United States Navy",Lockheed P-3A Orion152159,10/10(0)
06 Aug 1970,"Islamabad, PakistanPakistan International Airlines",Fokker F-27 Friendship 200AP-ALM,30/30(0)
09 Aug 1970,"Near Cuzco, PeruLineas Aereas Nacionales SA (Peru)",Lockheed 188A ElectraOB-R939,99/100(2)
12 Aug 1970,"Taipei, TaiwanChina Airlines (Taiwan)",NAMC YS-11A-219B-156,14/31(0)
26 Aug 1970,"Near Tam Ky, South VietnamMilitary - U.S. Army",Boeing Vertol CH47B (helicopter)67-18445,30/32(0)
29 Aug 1970,"Near Silchar, IndiaIndian Airlines",Fokker F-27 Friendship 400VT-DWT,39/39(0)
30 Aug 1970,"Haringvreter, NetherlandsDutch Continental Airways",Britten-Norman BN-2A IslanderPH-NVA,3/10(0)
02 Sep 1970," Lihovka, UkraineAeroflot",Tupolev Tu-124CCCP-45012,37/37(0)
02 Sep 1970,"Near Dnepropetrovsk, Ukraine, USSRAeroflot",Tupolev TU-124CCCP-45012,37/37(0)
03 Sep 1970,"Near Leningrad, USSRAeroflot",Yakovlev YAK-40CCCP-87690,21/21(0)
08 Sep 1970,"New York, New YorkTrans International Airlines",McDonnell Douglas DC-8-63CFN4863T,11/11(0)
26 Sep 1970,"Near Vagar, Faeroe Islands, DenmarkIcelandair",Fokker F-27 Friendship 300TF-FIL,8/34(0)
30 Sep 1970,"Near Da Nang, VietnamAir Vietnam (South Vietnam)",Douglas DC-3-DSTB- 305,4/38(0)
02 Oct 1970,"Mt. Trelease, near Silver Plume, ColoradoCharter, Golden Eagle Aviation Inc.",Martin 404N464M,32/40(0)
02 Oct 1970,"Near Taipei, TaiwanMilitary - U.S. Air Force",Lockheed C-130E64-0536,43/43(0)
04 Oct 1970,"Mahaffey, PennsylvaniaPrivate",Aero Commander 500-BN701X,2/2(0)
06 Oct 1970,"Near Germiston, South AfricaNational Airways",Douglas DC-3ZS-DKR,3/11(0)
10 Oct 1970,"Fort Dix, New JerseySaturn Airways",Lockheed L-100-20 HerculesN9248R,3/3(0)
28 Oct 1970,"Pointe-à-Pitre, GuadeloupeAerocosta Colombia",Curtiss C-46DHK-792,2/4(0)
14 Nov 1970,"Near Huntington, West VirginiaSouthern Airways",McDonnell Douglas DC-9-31N97S,75/75(0)
27 Nov 1970,"Near Nha Trang, South VietnamMilitary - U.S. Air Force",Fairchild C-123K55-4574,79/79(0)
27 Nov 1970,"Anchorage, AlaskaCapitol Airlines",McDonnell Douglas DC-8-63CFN4909C,47/229(0)
29 Nov 1970,"Near Cam Ranh, South VietnamMilitary - U.S. Air Force",Fairchild C-123K54-0649,42/44(0)
02 Dec 1970,"Dhaka, BangladeshCargolux",Canadair CL-44JTF-LLG,8/8(0)
05 Dec 1970,"Delhi, IndiaJamair",Douglas DC-3VT-CZC,5/16(0)
07 Dec 1970,"Near Constanta, RomaniaTarom",BAC One-Eleven  424EUYR-BCA,19/27(0)
28 Dec 1970,"St. Thomas, Virgin IslandsTrans Caribbean Airways",Boeing B-727-2A7N8790R,2/55(0)
31 Dec 1970,"Near Shemshernagar,  PakistanPakistan International Airlines",Fokker F-27 Friendship 200 AP-AUV,7/35(0)
31 Dec 1970,"Off Algiers, AlgeriaRousseau Aviation",Nord 262EF-BNGB,31/31(0)
31 Dec 1970,"Leningrad, USSRAeroflot",Ilyushin IL-18BCCCP-75773,93/93(0)
